FIPSCode,State,County,County_Status,Data_Source
18041,IN,Fayette County,No records,CDC ArboNET Tick Module historical data
18043,IN,Floyd County,No records,CDC ArboNET Tick Module historical data
18045,IN,Fountain County,No records,CDC ArboNET Tick Module historical data
18047,IN,Franklin County,No records,CDC ArboNET Tick Module historical data
18049,IN,Fulton County,No records,CDC ArboNET Tick Module historical data
18051,IN,Gibson County,No records,CDC ArboNET Tick Module historical data
18053,IN,Grant County,No records,CDC ArboNET Tick Module historical data
18055,IN,Greene County,No records,CDC ArboNET Tick Module historical data
18057,IN,Hamilton County,No records,CDC ArboNET Tick Module historical data
18059,IN,Hancock County,No records,CDC ArboNET Tick Module historical data
18061,IN,Harrison County,No records,CDC ArboNET Tick Module historical data
18063,IN,Hendricks County,No records,CDC ArboNET Tick Module historical data
18065,IN,Henry County,No records,CDC ArboNET Tick Module historical data
18067,IN,Howard County,No records,CDC ArboNET Tick Module historical data
18069,IN,Huntington County,No records,CDC ArboNET Tick Module historical data
18071,IN,Jackson County,No records,CDC ArboNET Tick Module historical data
18073,IN,Jasper County,No records,CDC ArboNET Tick Module historical data
18075,IN,Jay County,No records,CDC ArboNET Tick Module historical data
18077,IN,Jefferson County,No records,CDC ArboNET Tick Module historical data
18079,IN,Jennings County,No records,CDC ArboNET Tick Module historical data
18081,IN,Johnson County,No records,CDC ArboNET Tick Module historical data
18083,IN,Knox County,No records,CDC ArboNET Tick Module historical data
18085,IN,Kosciusko County,No records,CDC ArboNET Tick Module historical data
18087,IN,Lagrange County,No records,CDC ArboNET Tick Module historical data
18089,IN,Lake County,No records,CDC ArboNET Tick Module historical data
18091,IN,La Porte County,No records,CDC ArboNET Tick Module historical data
18093,IN,Lawrence County,No records,CDC ArboNET Tick Module historical data
18095,IN,Madison County,No records,CDC ArboNET Tick Module historical data
18097,IN,Marion County,No records,CDC ArboNET Tick Module historical data
18099,IN,Marshall County,No records,CDC ArboNET Tick Module historical data
18101,IN,Martin County,No records,CDC ArboNET Tick Module historical data
18103,IN,Miami County,No records,CDC ArboNET Tick Module historical data
18105,IN,Monroe County,No records,CDC ArboNET Tick Module historical data
18107,IN,Montgomery County,No records,CDC ArboNET Tick Module historical data
18109,IN,Morgan County,No records,CDC ArboNET Tick Module historical data
18111,IN,Newton County,No records,CDC ArboNET Tick Module historical data
18113,IN,Noble County,No records,CDC ArboNET Tick Module historical data
18115,IN,Ohio County,No records,CDC ArboNET Tick Module historical data
18117,IN,Orange County,No records,CDC ArboNET Tick Module historical data
18119,IN,Owen County,No records,CDC ArboNET Tick Module historical data
18121,IN,Parke County,No records,CDC ArboNET Tick Module historical data
18123,IN,Perry County,No records,CDC ArboNET Tick Module historical data
18125,IN,Pike County,No records,CDC ArboNET Tick Module historical data
18127,IN,Porter County,No records,CDC ArboNET Tick Module historical data
18129,IN,Posey County,No records,CDC ArboNET Tick Module historical data
18131,IN,Pulaski County,No records,CDC ArboNET Tick Module historical data
18133,IN,Putnam County,No records,CDC ArboNET Tick Module historical data
18135,IN,Randolph County,No records,CDC ArboNET Tick Module historical data
18137,IN,Ripley County,No records,CDC ArboNET Tick Module historical data
18139,IN,Rush County,No records,CDC ArboNET Tick Module historical data
18141,IN,St. Joseph County,No records,CDC ArboNET Tick Module historical data
18143,IN,Scott County,No records,CDC ArboNET Tick Module historical data
18145,IN,Shelby County,No records,CDC ArboNET Tick Module historical data
18147,IN,Spencer County,No records,CDC ArboNET Tick Module historical data
18149,IN,Starke County,No records,CDC ArboNET Tick Module historical data
18151,IN,Steuben County,No records,CDC ArboNET Tick Module historical data
18153,IN,Sullivan County,No records,CDC ArboNET Tick Module historical data
18155,IN,Switzerland County,No records,CDC ArboNET Tick Module historical data
18157,IN,Tippecanoe County,No records,CDC ArboNET Tick Module historical data
18159,IN,Tipton County,No records,CDC ArboNET Tick Module historical data
18161,IN,Union County,No records,CDC ArboNET Tick Module historical data
18163,IN,Vanderburgh County,No records,CDC ArboNET Tick Module historical data
18165,IN,Vermillion County,No records,CDC ArboNET Tick Module historical data
18167,IN,Vigo County,No records,CDC ArboNET Tick Module historical data
18169,IN,Wabash County,No records,CDC ArboNET Tick Module historical data
18171,IN,Warren County,No records,CDC ArboNET Tick Module historical data
18173,IN,Warrick County,No records,CDC ArboNET Tick Module historical data
18175,IN,Washington County,No records,CDC ArboNET Tick Module historical data
18177,IN,Wayne County,No records,CDC ArboNET Tick Module historical data
18179,IN,Wells County,No records,CDC ArboNET Tick Module historical data
18181,IN,White County,No records,CDC ArboNET Tick Module historical data
18183,IN,Whitley County,No records,CDC ArboNET Tick Module historical data
19001,IA,Adair County,No records,CDC ArboNET Tick Module historical data
19003,IA,Adams County,No records,CDC ArboNET Tick Module historical data
19005,IA,Allamakee County,No records,CDC ArboNET Tick Module historical data
19007,IA,Appanoose County,No records,CDC ArboNET Tick Module historical data
19009,IA,Audubon County,No records,CDC ArboNET Tick Module historical data
19011,IA,Benton County,No records,CDC ArboNET Tick Module historical data
19013,IA,Black Hawk County,No records,CDC ArboNET Tick Module historical data
19015,IA,Boone County,No records,CDC ArboNET Tick Module historical data
19017,IA,Bremer County,No records,CDC ArboNET Tick Module historical data
19019,IA,Buchanan County,No records,CDC ArboNET Tick Module historical data
19021,IA,Buena Vista County,No records,CDC ArboNET Tick Module historical data
19023,IA,Butler County,No records,CDC ArboNET Tick Module historical data
19025,IA,Calhoun County,No records,CDC ArboNET Tick Module historical data
19027,IA,Carroll County,No records,CDC ArboNET Tick Module historical data
19029,IA,Cass County,No records,CDC ArboNET Tick Module historical data
19031,IA,Cedar County,No records,CDC ArboNET Tick Module historical data
19033,IA,Cerro Gordo County,No records,CDC ArboNET Tick Module historical data
19035,IA,Cherokee County,No records,CDC ArboNET Tick Module historical data
19037,IA,Chickasaw County,No records,CDC ArboNET Tick Module historical data
19039,IA,Clarke County,No records,CDC ArboNET Tick Module historical data
19041,IA,Clay County,No records,CDC ArboNET Tick Module historical data
19043,IA,Clayton County,No records,CDC ArboNET Tick Module historical data
19045,IA,Clinton County,No records,CDC ArboNET Tick Module historical data
19047,IA,Crawford County,No records,CDC ArboNET Tick Module historical data
19049,IA,Dallas County,No records,CDC ArboNET Tick Module historical data
19051,IA,Davis County,No records,CDC ArboNET Tick Module historical data
19053,IA,Decatur County,No records,CDC ArboNET Tick Module historical data
19055,IA,Delaware County,No records,CDC ArboNET Tick Module historical data
19057,IA,Des Moines County,No records,CDC ArboNET Tick Module historical data
19059,IA,Dickinson County,No records,CDC ArboNET Tick Module historical data
19061,IA,Dubuque County,No records,CDC ArboNET Tick Module historical data
19063,IA,Emmet County,No records,CDC ArboNET Tick Module historical data
19065,IA,Fayette County,No records,CDC ArboNET Tick Module historical data
19067,IA,Floyd County,No records,CDC ArboNET Tick Module historical data
19069,IA,Franklin County,No records,CDC ArboNET Tick Module historical data
19071,IA,Fremont County,No records,CDC ArboNET Tick Module historical data
19073,IA,Greene County,No records,CDC ArboNET Tick Module historical data
19075,IA,Grundy County,No records,CDC ArboNET Tick Module historical data
19077,IA,Guthrie County,No records,CDC ArboNET Tick Module historical data
19079,IA,Hamilton County,No records,CDC ArboNET Tick Module historical data
19081,IA,Hancock County,No records,CDC ArboNET Tick Module historical data
19083,IA,Hardin County,No records,CDC ArboNET Tick Module historical data
19085,IA,Harrison County,No records,CDC ArboNET Tick Module historical data
19087,IA,Henry County,No records,CDC ArboNET Tick Module historical data
19089,IA,Howard County,No records,CDC ArboNET Tick Module historical data
19091,IA,Humboldt County,No records,CDC ArboNET Tick Module historical data
19093,IA,Ida County,No records,CDC ArboNET Tick Module historical data
19095,IA,Iowa County,No records,CDC ArboNET Tick Module historical data
19097,IA,Jackson County,No records,CDC ArboNET Tick Module historical data
19099,IA,Jasper County,No records,CDC ArboNET Tick Module historical data
19101,IA,Jefferson County,No records,CDC ArboNET Tick Module historical data
19103,IA,Johnson County,No records,CDC ArboNET Tick Module historical data
19105,IA,Jones County,No records,CDC ArboNET Tick Module historical data
19107,IA,Keokuk County,No records,CDC ArboNET Tick Module historical data
19109,IA,Kossuth County,No records,CDC ArboNET Tick Module historical data
19111,IA,Lee County,No records,CDC ArboNET Tick Module historical data
19113,IA,Linn County,No records,CDC ArboNET Tick Module historical data
19115,IA,Louisa County,No records,CDC ArboNET Tick Module historical data
19117,IA,Lucas County,No records,CDC ArboNET Tick Module historical data
19119,IA,Lyon County,No records,CDC ArboNET Tick Module historical data
19121,IA,Madison County,No records,CDC ArboNET Tick Module historical data
19123,IA,Mahaska County,No records,CDC ArboNET Tick Module historical data
19125,IA,Marion County,No records,CDC ArboNET Tick Module historical data
19127,IA,Marshall County,No records,CDC ArboNET Tick Module historical data
19129,IA,Mills County,No records,CDC ArboNET Tick Module historical data
19131,IA,Mitchell County,No records,CDC ArboNET Tick Module historical data
19133,IA,Monona County,No records,CDC ArboNET Tick Module historical data
19135,IA,Monroe County,No records,CDC ArboNET Tick Module historical data
19137,IA,Montgomery County,No records,CDC ArboNET Tick Module historical data
19139,IA,Muscatine County,No records,CDC ArboNET Tick Module historical data
19141,IA,O'Brien County,No records,CDC ArboNET Tick Module historical data
19143,IA,Osceola County,No records,CDC ArboNET Tick Module historical data
19145,IA,Page County,No records,CDC ArboNET Tick Module historical data
19147,IA,Palo Alto County,No records,CDC ArboNET Tick Module historical data
19149,IA,Plymouth County,No records,CDC ArboNET Tick Module historical data
19151,IA,Pocahontas County,No records,CDC ArboNET Tick Module historical data
19153,IA,Polk County,No records,CDC ArboNET Tick Module historical data
19155,IA,Pottawattamie County,No records,CDC ArboNET Tick Module historical data
19157,IA,Poweshiek County,No records,CDC ArboNET Tick Module historical data
19159,IA,Ringgold County,No records,CDC ArboNET Tick Module historical data
19161,IA,Sac County,No records,CDC ArboNET Tick Module historical data
19163,IA,Scott County,No records,CDC ArboNET Tick Module historical data
19165,IA,Shelby County,No records,CDC ArboNET Tick Module historical data
19167,IA,Sioux County,No records,CDC ArboNET Tick Module historical data
19169,IA,Story County,No records,CDC ArboNET Tick Module historical data
19171,IA,Tama County,No records,CDC ArboNET Tick Module historical data
19173,IA,Taylor County,No records,CDC ArboNET Tick Module historical data
19175,IA,Union County,No records,CDC ArboNET Tick Module historical data
19177,IA,Van Buren County,No records,CDC ArboNET Tick Module historical data
19179,IA,Wapello County,No records,CDC ArboNET Tick Module historical data
19181,IA,Warren County,No records,CDC ArboNET Tick Module historical data
19183,IA,Washington County,No records,CDC ArboNET Tick Module historical data
19185,IA,Wayne County,No records,CDC ArboNET Tick Module historical data
19187,IA,Webster County,No records,CDC ArboNET Tick Module historical data
19189,IA,Winnebago County,No records,CDC ArboNET Tick Module historical data
19191,IA,Winneshiek County,No records,CDC ArboNET Tick Module historical data
19193,IA,Woodbury County,No records,CDC ArboNET Tick Module historical data
19195,IA,Worth County,No records,CDC ArboNET Tick Module historical data
19197,IA,Wright County,No records,CDC ArboNET Tick Module historical data
20001,KS,Allen County,No records,CDC ArboNET Tick Module historical data
20003,KS,Anderson County,No records,CDC ArboNET Tick Module historical data
20005,KS,Atchison County,No records,CDC ArboNET Tick Module historical data
20007,KS,Barber County,No records,CDC ArboNET Tick Module historical data
20009,KS,Barton County,No records,CDC ArboNET Tick Module historical data
20011,KS,Bourbon County,No records,CDC ArboNET Tick Module historical data
20013,KS,Brown County,No records,CDC ArboNET Tick Module historical data
20015,KS,Butler County,No records,CDC ArboNET Tick Module historical data
20017,KS,Chase County,No records,CDC ArboNET Tick Module historical data
20019,KS,Chautauqua County,No records,CDC ArboNET Tick Module historical data
20021,KS,Cherokee County,No records,CDC ArboNET Tick Module historical data
20023,KS,Cheyenne County,No records,CDC ArboNET Tick Module historical data
20025,KS,Clark County,No records,CDC ArboNET Tick Module historical data
20027,KS,Clay County,No records,CDC ArboNET Tick Module historical data
20029,KS,Cloud County,No records,CDC ArboNET Tick Module historical data
20031,KS,Coffey County,No records,CDC ArboNET Tick Module historical data
20033,KS,Comanche County,No records,CDC ArboNET Tick Module historical data
20035,KS,Cowley County,No records,CDC ArboNET Tick Module historical data
20037,KS,Crawford County,No records,CDC ArboNET Tick Module historical data
20039,KS,Decatur County,No records,CDC ArboNET Tick Module historical data
20041,KS,Dickinson County,No records,CDC ArboNET Tick Module historical data
20043,KS,Doniphan County,No records,CDC ArboNET Tick Module historical data
20045,KS,Douglas County,No records,CDC ArboNET Tick Module historical data
20047,KS,Edwards County,No records,CDC ArboNET Tick Module historical data
20049,KS,Elk County,No records,CDC ArboNET Tick Module historical data
20051,KS,Ellis County,No records,CDC ArboNET Tick Module historical data
20053,KS,Ellsworth County,No records,CDC ArboNET Tick Module historical data
20055,KS,Finney County,No records,CDC ArboNET Tick Module historical data
20057,KS,Ford County,No records,CDC ArboNET Tick Module historical data
20059,KS,Franklin County,No records,CDC ArboNET Tick Module historical data
20061,KS,Geary County,No records,CDC ArboNET Tick Module historical data
20063,KS,Gove County,No records,CDC ArboNET Tick Module historical data
20065,KS,Graham County,No records,CDC ArboNET Tick Module historical data
20067,KS,Grant County,No records,CDC ArboNET Tick Module historical data
20069,KS,Gray County,No records,CDC ArboNET Tick Module historical data
20071,KS,Greeley County,No records,CDC ArboNET Tick Module historical data
20073,KS,Greenwood County,No records,CDC ArboNET Tick Module historical data
20075,KS,Hamilton County,No records,CDC ArboNET Tick Module historical data
20077,KS,Harper County,No records,CDC ArboNET Tick Module historical data
20079,KS,Harvey County,No records,CDC ArboNET Tick Module historical data
20081,KS,Haskell County,No records,CDC ArboNET Tick Module historical data
20083,KS,Hodgeman County,No records,CDC ArboNET Tick Module historical data
20085,KS,Jackson County,No records,CDC ArboNET Tick Module historical data
20087,KS,Jefferson County,No records,CDC ArboNET Tick Module historical data
20089,KS,Jewell County,No records,CDC ArboNET Tick Module historical data
20091,KS,Johnson County,No records,CDC ArboNET Tick Module historical data
20093,KS,Kearny County,No records,CDC ArboNET Tick Module historical data
20095,KS,Kingman County,No records,CDC ArboNET Tick Module historical data
20097,KS,Kiowa County,No records,CDC ArboNET Tick Module historical data
20099,KS,Labette County,No records,CDC ArboNET Tick Module historical data
20101,KS,Lane County,No records,CDC ArboNET Tick Module historical data
20103,KS,Leavenworth County,No records,CDC ArboNET Tick Module historical data
20105,KS,Lincoln County,No records,CDC ArboNET Tick Module historical data
20107,KS,Linn County,No records,CDC ArboNET Tick Module historical data
20109,KS,Logan County,No records,CDC ArboNET Tick Module historical data
20111,KS,Lyon County,No records,CDC ArboNET Tick Module historical data
20113,KS,McPherson County,No records,CDC ArboNET Tick Module historical data
20115,KS,Marion County,No records,CDC ArboNET Tick Module historical data
20117,KS,Marshall County,No records,CDC ArboNET Tick Module historical data
20119,KS,Meade County,No records,CDC ArboNET Tick Module historical data
20121,KS,Miami County,No records,CDC ArboNET Tick Module historical data
20123,KS,Mitchell County,No records,CDC ArboNET Tick Module historical data
20125,KS,Montgomery County,No records,CDC ArboNET Tick Module historical data
20127,KS,Morris County,No records,CDC ArboNET Tick Module historical data
20129,KS,Morton County,No records,CDC ArboNET Tick Module historical data
20131,KS,Nemaha County,No records,CDC ArboNET Tick Module historical data
20133,KS,Neosho County,No records,CDC ArboNET Tick Module historical data
20135,KS,Ness County,No records,CDC ArboNET Tick Module historical data
20137,KS,Norton County,No records,CDC ArboNET Tick Module historical data
20139,KS,Osage County,No records,CDC ArboNET Tick Module historical data
20141,KS,Osborne County,No records,CDC ArboNET Tick Module historical data
20143,KS,Ottawa County,No records,CDC ArboNET Tick Module historical data
20145,KS,Pawnee County,No records,CDC ArboNET Tick Module historical data
20147,KS,Phillips County,No records,CDC ArboNET Tick Module historical data
20149,KS,Pottawatomie County,No records,CDC ArboNET Tick Module historical data
20151,KS,Pratt County,No records,CDC ArboNET Tick Module historical data
20153,KS,Rawlins County,No records,CDC ArboNET Tick Module historical data
20155,KS,Reno County,No records,CDC ArboNET Tick Module historical data
20157,KS,Republic County,No records,CDC ArboNET Tick Module historical data
20159,KS,Rice County,No records,CDC ArboNET Tick Module historical data
20161,KS,Riley County,No records,CDC ArboNET Tick Module historical data
20163,KS,Rooks County,No records,CDC ArboNET Tick Module historical data
20165,KS,Rush County,No records,CDC ArboNET Tick Module historical data
20167,KS,Russell County,No records,CDC ArboNET Tick Module historical data
20169,KS,Saline County,No records,CDC ArboNET Tick Module historical data
20171,KS,Scott County,No records,CDC ArboNET Tick Module historical data
20173,KS,Sedgwick County,No records,CDC ArboNET Tick Module historical data
20175,KS,Seward County,No records,CDC ArboNET Tick Module historical data
20177,KS,Shawnee County,No records,CDC ArboNET Tick Module historical data
20179,KS,Sheridan County,No records,CDC ArboNET Tick Module historical data
20181,KS,Sherman County,No records,CDC ArboNET Tick Module historical data
20183,KS,Smith County,No records,CDC ArboNET Tick Module historical data
20185,KS,Stafford County,No records,CDC ArboNET Tick Module historical data
20187,KS,Stanton County,No records,CDC ArboNET Tick Module historical data
20189,KS,Stevens County,No records,CDC ArboNET Tick Module historical data
20191,KS,Sumner County,No records,CDC ArboNET Tick Module historical data
20193,KS,Thomas County,No records,CDC ArboNET Tick Module historical data
20195,KS,Trego County,No records,CDC ArboNET Tick Module historical data
20197,KS,Wabaunsee County,No records,CDC ArboNET Tick Module historical data
20199,KS,Wallace County,No records,CDC ArboNET Tick Module historical data
20201,KS,Washington County,No records,CDC ArboNET Tick Module historical data
20203,KS,Wichita County,No records,CDC ArboNET Tick Module historical data
20205,KS,Wilson County,No records,CDC ArboNET Tick Module historical data
20207,KS,Woodson County,No records,CDC ArboNET Tick Module historical data
20209,KS,Wyandotte County,No records,CDC ArboNET Tick Module historical data
21001,KY,Adair County,No records,CDC ArboNET Tick Module historical data
21003,KY,Allen County,No records,CDC ArboNET Tick Module historical data
21005,KY,Anderson County,No records,CDC ArboNET Tick Module historical data
21007,KY,Ballard County,No records,CDC ArboNET Tick Module historical data
21009,KY,Barren County,No records,CDC ArboNET Tick Module historical data
21011,KY,Bath County,No records,CDC ArboNET Tick Module historical data
21013,KY,Bell County,No records,CDC ArboNET Tick Module historical data
21015,KY,Boone County,No records,CDC ArboNET Tick Module historical data
21017,KY,Bourbon County,No records,CDC ArboNET Tick Module historical data
21019,KY,Boyd County,No records,CDC ArboNET Tick Module historical data
21021,KY,Boyle County,No records,CDC ArboNET Tick Module historical data
21023,KY,Bracken County,No records,CDC ArboNET Tick Module historical data
21025,KY,Breathitt County,No records,CDC ArboNET Tick Module historical data
21027,KY,Breckinridge County,No records,CDC ArboNET Tick Module historical data
21029,KY,Bullitt County,No records,CDC ArboNET Tick Module historical data
21031,KY,Butler County,No records,CDC ArboNET Tick Module historical data
21033,KY,Caldwell County,No records,CDC ArboNET Tick Module historical data
21035,KY,Calloway County,No records,CDC ArboNET Tick Module historical data
21037,KY,Campbell County,No records,CDC ArboNET Tick Module historical data
21039,KY,Carlisle County,No records,CDC ArboNET Tick Module historical data
21041,KY,Carroll County,No records,CDC ArboNET Tick Module historical data
21043,KY,Carter County,No records,CDC ArboNET Tick Module historical data
21045,KY,Casey County,No records,CDC ArboNET Tick Module historical data
21047,KY,Christian County,No records,CDC ArboNET Tick Module historical data
21049,KY,Clark County,No records,CDC ArboNET Tick Module historical data
21051,KY,Clay County,No records,CDC ArboNET Tick Module historical data
21053,KY,Clinton County,No records,CDC ArboNET Tick Module historical data
21055,KY,Crittenden County,No records,CDC ArboNET Tick Module historical data
21057,KY,Cumberland County,No records,CDC ArboNET Tick Module historical data
21059,KY,Daviess County,No records,CDC ArboNET Tick Module historical data
21061,KY,Edmonson County,No records,CDC ArboNET Tick Module historical data
21063,KY,Elliott County,No records,CDC ArboNET Tick Module historical data
21065,KY,Estill County,No records,CDC ArboNET Tick Module historical data
21067,KY,Fayette County,No records,CDC ArboNET Tick Module historical data
21069,KY,Fleming County,No records,CDC ArboNET Tick Module historical data
21071,KY,Floyd County,No records,CDC ArboNET Tick Module historical data
21073,KY,Franklin County,No records,CDC ArboNET Tick Module historical data
21075,KY,Fulton County,No records,CDC ArboNET Tick Module historical data
21077,KY,Gallatin County,No records,CDC ArboNET Tick Module historical data
21079,KY,Garrard County,No records,CDC ArboNET Tick Module historical data
21081,KY,Grant County,No records,CDC ArboNET Tick Module historical data
21083,KY,Graves County,No records,CDC ArboNET Tick Module historical data
21085,KY,Grayson County,No records,CDC ArboNET Tick Module historical data
21087,KY,Green County,No records,CDC ArboNET Tick Module historical data
21089,KY,Greenup County,No records,CDC ArboNET Tick Module historical data
21091,KY,Hancock County,No records,CDC ArboNET Tick Module historical data
21093,KY,Hardin County,No records,CDC ArboNET Tick Module historical data
21095,KY,Harlan County,No records,CDC ArboNET Tick Module historical data
21097,KY,Harrison County,No records,CDC ArboNET Tick Module historical data
21099,KY,Hart County,No records,CDC ArboNET Tick Module historical data
21101,KY,Henderson County,No records,CDC ArboNET Tick Module historical data
21103,KY,Henry County,No records,CDC ArboNET Tick Module historical data
21105,KY,Hickman County,No records,CDC ArboNET Tick Module historical data
21107,KY,Hopkins County,No records,CDC ArboNET Tick Module historical data
21109,KY,Jackson County,No records,CDC ArboNET Tick Module historical data
21111,KY,Jefferson County,No records,CDC ArboNET Tick Module historical data
21113,KY,Jessamine County,No records,CDC ArboNET Tick Module historical data
21115,KY,Johnson County,No records,CDC ArboNET Tick Module historical data
21117,KY,Kenton County,No records,CDC ArboNET Tick Module historical data
21119,KY,Knott County,No records,CDC ArboNET Tick Module historical data
21121,KY,Knox County,No records,CDC ArboNET Tick Module historical data
21123,KY,Larue County,No records,CDC ArboNET Tick Module historical data
21125,KY,Laurel County,No records,CDC ArboNET Tick Module historical data
21127,KY,Lawrence County,No records,CDC ArboNET Tick Module historical data
21129,KY,Lee County,No records,CDC ArboNET Tick Module historical data
21131,KY,Leslie County,No records,CDC ArboNET Tick Module historical data
21133,KY,Letcher County,No records,CDC ArboNET Tick Module historical data
21135,KY,Lewis County,No records,CDC ArboNET Tick Module historical data
21137,KY,Lincoln County,No records,CDC ArboNET Tick Module historical data
21139,KY,Livingston County,No records,CDC ArboNET Tick Module historical data
21141,KY,Logan County,No records,CDC ArboNET Tick Module historical data
21143,KY,Lyon County,No records,CDC ArboNET Tick Module historical data
21145,KY,McCracken County,No records,CDC ArboNET Tick Module historical data
21147,KY,McCreary County,No records,CDC ArboNET Tick Module historical data
21149,KY,McLean County,No records,CDC ArboNET Tick Module historical data
21151,KY,Madison County,No records,CDC ArboNET Tick Module historical data
21153,KY,Magoffin County,No records,CDC ArboNET Tick Module historical data
21155,KY,Marion County,No records,CDC ArboNET Tick Module historical data
21157,KY,Marshall County,No records,CDC ArboNET Tick Module historical data
21159,KY,Martin County,No records,CDC ArboNET Tick Module historical data
21161,KY,Mason County,No records,CDC ArboNET Tick Module historical data
21163,KY,Meade County,No records,CDC ArboNET Tick Module historical data
21165,KY,Menifee County,No records,CDC ArboNET Tick Module historical data
21167,KY,Mercer County,No records,CDC ArboNET Tick Module historical data
21169,KY,Metcalfe County,No records,CDC ArboNET Tick Module historical data
21171,KY,Monroe County,No records,CDC ArboNET Tick Module historical data
21173,KY,Montgomery County,No records,CDC ArboNET Tick Module historical data
21175,KY,Morgan County,No records,CDC ArboNET Tick Module historical data
21177,KY,Muhlenberg County,No records,CDC ArboNET Tick Module historical data
21179,KY,Nelson County,No records,CDC ArboNET Tick Module historical data
21181,KY,Nicholas County,No records,CDC ArboNET Tick Module historical data
21183,KY,Ohio County,No records,CDC ArboNET Tick Module historical data
21185,KY,Oldham County,No records,CDC ArboNET Tick Module historical data
21187,KY,Owen County,No records,CDC ArboNET Tick Module historical data
21189,KY,Owsley County,No records,CDC ArboNET Tick Module historical data
21191,KY,Pendleton County,No records,CDC ArboNET Tick Module historical data
21193,KY,Perry County,No records,CDC ArboNET Tick Module historical data
21195,KY,Pike County,No records,CDC ArboNET Tick Module historical data
21197,KY,Powell County,No records,CDC ArboNET Tick Module historical data
21199,KY,Pulaski County,No records,CDC ArboNET Tick Module historical data
21201,KY,Robertson County,No records,CDC ArboNET Tick Module historical data
21203,KY,Rockcastle County,No records,CDC ArboNET Tick Module historical data
21205,KY,Rowan County,No records,CDC ArboNET Tick Module historical data
21207,KY,Russell County,No records,CDC ArboNET Tick Module historical data
21209,KY,Scott County,No records,CDC ArboNET Tick Module historical data
21211,KY,Shelby County,No records,CDC ArboNET Tick Module historical data
21213,KY,Simpson County,No records,CDC ArboNET Tick Module historical data
21215,KY,Spencer County,No records,CDC ArboNET Tick Module historical data
21217,KY,Taylor County,No records,CDC ArboNET Tick Module historical data
21219,KY,Todd County,No records,CDC ArboNET Tick Module historical data
21221,KY,Trigg County,No records,CDC ArboNET Tick Module historical data
21223,KY,Trimble County,No records,CDC ArboNET Tick Module historical data
21225,KY,Union County,No records,CDC ArboNET Tick Module historical data
21227,KY,Warren County,No records,CDC ArboNET Tick Module historical data
21229,KY,Washington County,No records,CDC ArboNET Tick Module historical data
21231,KY,Wayne County,No records,CDC ArboNET Tick Module historical data
21233,KY,Webster County,No records,CDC ArboNET Tick Module historical data
21235,KY,Whitley County,No records,CDC ArboNET Tick Module historical data
21237,KY,Wolfe County,No records,CDC ArboNET Tick Module historical data
21239,KY,Woodford County,No records,CDC ArboNET Tick Module historical data
22001,LA,Acadia Parish,No records,CDC ArboNET Tick Module historical data
22003,LA,Allen Parish,No records,CDC ArboNET Tick Module historical data
22005,LA,Ascension Parish,No records,CDC ArboNET Tick Module historical data
22007,LA,Assumption Parish,No records,CDC ArboNET Tick Module historical data
22009,LA,Avoyelles Parish,No records,CDC ArboNET Tick Module historical data
22011,LA,Beauregard Parish,No records,CDC ArboNET Tick Module historical data
22013,LA,Bienville Parish,No records,CDC ArboNET Tick Module historical data
22015,LA,Bossier Parish,No records,CDC ArboNET Tick Module historical data
22017,LA,Caddo Parish,No records,CDC ArboNET Tick Module historical data
22019,LA,Calcasieu Parish,No records,CDC ArboNET Tick Module historical data
22021,LA,Caldwell Parish,No records,CDC ArboNET Tick Module historical data
22023,LA,Cameron Parish,No records,CDC ArboNET Tick Module historical data
22025,LA,Catahoula Parish,No records,CDC ArboNET Tick Module historical data
22027,LA,Claiborne Parish,No records,CDC ArboNET Tick Module historical data
22029,LA,Concordia Parish,No records,CDC ArboNET Tick Module historical data
22031,LA,De Soto Parish,No records,CDC ArboNET Tick Module historical data
22033,LA,East Baton Rouge Parish,No records,CDC ArboNET Tick Module historical data
22035,LA,East Carroll Parish,No records,CDC ArboNET Tick Module historical data
22037,LA,East Feliciana Parish,No records,CDC ArboNET Tick Module historical data
22039,LA,Evangeline Parish,No records,CDC ArboNET Tick Module historical data
22041,LA,Franklin Parish,No records,CDC ArboNET Tick Module historical data
22043,LA,Grant Parish,No records,CDC ArboNET Tick Module historical data
22045,LA,Iberia Parish,No records,CDC ArboNET Tick Module historical data
22047,LA,Iberville Parish,No records,CDC ArboNET Tick Module historical data
22049,LA,Jackson Parish,No records,CDC ArboNET Tick Module historical data
22051,LA,Jefferson Parish,No records,CDC ArboNET Tick Module historical data
22053,LA,Jefferson Davis Parish,No records,CDC ArboNET Tick Module historical data
22055,LA,Lafayette Parish,No records,CDC ArboNET Tick Module historical data
22057,LA,Lafourche Parish,No records,CDC ArboNET Tick Module historical data
22059,LA,La Salle Parish,No records,CDC ArboNET Tick Module historical data
22061,LA,Lincoln Parish,No records,CDC ArboNET Tick Module historical data
22063,LA,Livingston Parish,No records,CDC ArboNET Tick Module historical data
22065,LA,Madison Parish,No records,CDC ArboNET Tick Module historical data
22067,LA,Morehouse Parish,No records,CDC ArboNET Tick Module historical data
22069,LA,Natchitoches Parish,No records,CDC ArboNET Tick Module historical data
22071,LA,Orleans Parish,No records,CDC ArboNET Tick Module historical data
22073,LA,Ouachita Parish,No records,CDC ArboNET Tick Module historical data
22075,LA,Plaquemines Parish,No records,CDC ArboNET Tick Module historical data
