FIPSCode,State,County,County_Status,Data_Source
17163,IL,St. Clair County,Reported,CDC ArboNET Tick Module historic data
17165,IL,Saline County,Reported,CDC ArboNET Tick Module historic data
17167,IL,Sangamon County,Reported,CDC ArboNET Tick Module historic data
17169,IL,Schuyler County,Established,CDC ArboNET Tick Module historic data
17171,IL,Scott County,Reported,CDC ArboNET Tick Module historic data
17173,IL,Shelby County,Established,CDC ArboNET Tick Module historic data
17175,IL,Stark County,No records,CDC ArboNET Tick Module historic data
17177,IL,Stephenson County,Reported,CDC ArboNET Tick Module historic data
17179,IL,Tazewell County,Established,CDC ArboNET Tick Module historic data
17181,IL,Union County,Reported,CDC ArboNET Tick Module historic data
17183,IL,Vermilion County,Established,CDC ArboNET Tick Module historic data
17185,IL,Wabash County,Established,CDC ArboNET Tick Module historic data
17187,IL,Warren County,No records,CDC ArboNET Tick Module historic data
17189,IL,Washington County,No records,CDC ArboNET Tick Module historic data
17191,IL,Wayne County,No records,CDC ArboNET Tick Module historic data
17193,IL,White County,No records,CDC ArboNET Tick Module historic data
17195,IL,Whiteside County,No records,CDC ArboNET Tick Module historic data
17197,IL,Will County,Established,CDC ArboNET Tick Module historic data
17199,IL,Williamson County,Reported,CDC ArboNET Tick Module historic data
17201,IL,Winnebago County,Established,CDC ArboNET Tick Module historic data
17203,IL,Woodford County,Established,CDC ArboNET Tick Module historic data
18001,IN,Adams County,Reported,CDC ArboNET Tick Module historic data
18003,IN,Allen County,No records,CDC ArboNET Tick Module historic data
18005,IN,Bartholomew County,Established,CDC ArboNET Tick Module historic data
18007,IN,Benton County,Reported,CDC ArboNET Tick Module historic data
18009,IN,Blackford County,No records,CDC ArboNET Tick Module historic data
18011,IN,Boone County,Reported,CDC ArboNET Tick Module historic data
18013,IN,Brown County,Reported,CDC ArboNET Tick Module historic data
18015,IN,Carroll County,Reported,CDC ArboNET Tick Module historic data
18017,IN,Cass County,Established,CDC ArboNET Tick Module historic data
18019,IN,Clark County,Established,CDC ArboNET Tick Module 2018 submission
18021,IN,Clay County,Established,CDC ArboNET Tick Module historic data
18023,IN,Clinton County,Established,CDC ArboNET Tick Module 2017 submission
18025,IN,Crawford County,Established,CDC ArboNET Tick Module 2018 submission
18027,IN,Daviess County,Reported,CDC ArboNET Tick Module historic data
18029,IN,Dearborn County,Reported,CDC ArboNET Tick Module historic data
18031,IN,Decatur County,Established,CDC ArboNET Tick Module 2017 submission
18033,IN,De Kalb County,No records,CDC ArboNET Tick Module historic data
18035,IN,Delaware County,No records,CDC ArboNET Tick Module historic data
18037,IN,Dubois County,Established,CDC ArboNET Tick Module historic data
18039,IN,Elkhart County,Established,CDC ArboNET Tick Module 2018 submission
18041,IN,Fayette County,No records,CDC ArboNET Tick Module historic data
18043,IN,Floyd County,Reported,CDC ArboNET Tick Module 2018 submission
18045,IN,Fountain County,Reported,CDC ArboNET Tick Module historic data
18047,IN,Franklin County,Established,CDC ArboNET Tick Module historic data
18049,IN,Fulton County,Established,CDC ArboNET Tick Module historic data
18051,IN,Gibson County,Established,CDC ArboNET Tick Module 2017 submission
18053,IN,Grant County,Reported,CDC ArboNET Tick Module historic data
18055,IN,Greene County,Established,CDC ArboNET Tick Module 2018 submission
18057,IN,Hamilton County,Reported,CDC ArboNET Tick Module historic data
18059,IN,Hancock County,No records,CDC ArboNET Tick Module historic data
18061,IN,Harrison County,No records,CDC ArboNET Tick Module historic data
18063,IN,Hendricks County,Established,CDC ArboNET Tick Module 2018 submission
18065,IN,Henry County,No records,CDC ArboNET Tick Module historic data
18067,IN,Howard County,Reported,CDC ArboNET Tick Module historic data
18069,IN,Huntington County,Reported,CDC ArboNET Tick Module historic data
18071,IN,Jackson County,Reported,CDC ArboNET Tick Module 2017 submission
18073,IN,Jasper County,Established,CDC ArboNET Tick Module historic data
18075,IN,Jay County,No records,CDC ArboNET Tick Module historic data
18077,IN,Jefferson County,Established,CDC ArboNET Tick Module historic data
18079,IN,Jennings County,Established,CDC ArboNET Tick Module historic data
18081,IN,Johnson County,Reported,CDC ArboNET Tick Module historic data
18083,IN,Knox County,Reported,CDC ArboNET Tick Module historic data
18085,IN,Kosciusko County,Established,CDC ArboNET Tick Module historic data
18087,IN,Lagrange County,Reported,CDC ArboNET Tick Module historic data
18089,IN,Lake County,Established,CDC ArboNET Tick Module historic data
18091,IN,La Porte County,Established,CDC ArboNET Tick Module historic data
18093,IN,Lawrence County,Reported,CDC ArboNET Tick Module historic data
18095,IN,Madison County,Reported,CDC ArboNET Tick Module historic data
18097,IN,Marion County,Established,CDC ArboNET Tick Module 2017 submission
18099,IN,Marshall County,Established,CDC ArboNET Tick Module 2018 submission
18101,IN,Martin County,Established,CDC ArboNET Tick Module historic data
18103,IN,Miami County,Reported,CDC ArboNET Tick Module 2018 submission
18105,IN,Monroe County,Established,CDC ArboNET Tick Module historic data
18107,IN,Montgomery County,Established,CDC ArboNET Tick Module historic data
18109,IN,Morgan County,Established,CDC ArboNET Tick Module historic data
18111,IN,Newton County,Established,CDC ArboNET Tick Module historic data
18113,IN,Noble County,No records,CDC ArboNET Tick Module historic data
18115,IN,Ohio County,No records,CDC ArboNET Tick Module historic data
18117,IN,Orange County,Reported,CDC ArboNET Tick Module historic data
18119,IN,Owen County,Established,CDC ArboNET Tick Module historic data
18121,IN,Parke County,Established,CDC ArboNET Tick Module historic data
18123,IN,Perry County,Reported,CDC ArboNET Tick Module 2017 submission
18125,IN,Pike County,Reported,CDC ArboNET Tick Module historic data
18127,IN,Porter County,Established,CDC ArboNET Tick Module historic data
18129,IN,Posey County,Established,CDC ArboNET Tick Module 2018 submission
18131,IN,Pulaski County,Established,CDC ArboNET Tick Module historic data
18133,IN,Putnam County,Established,CDC ArboNET Tick Module historic data
18135,IN,Randolph County,Reported,CDC ArboNET Tick Module historic data
18137,IN,Ripley County,Established,CDC ArboNET Tick Module 2018 submission
18139,IN,Rush County,Reported,CDC ArboNET Tick Module 2017 submission
18141,IN,St. Joseph County,Established,CDC ArboNET Tick Module historic data
18143,IN,Scott County,No records,CDC ArboNET Tick Module historic data
18145,IN,Shelby County,Reported,CDC ArboNET Tick Module historic data
18147,IN,Spencer County,No records,CDC ArboNET Tick Module historic data
18149,IN,Starke County,Established,CDC ArboNET Tick Module historic data
18151,IN,Steuben County,Established,CDC ArboNET Tick Module 2018 submission
18153,IN,Sullivan County,Established,CDC ArboNET Tick Module historic data
18155,IN,Switzerland County,Reported,CDC ArboNET Tick Module historic data
18157,IN,Tippecanoe County,Established,CDC ArboNET Tick Module historic data
18159,IN,Tipton County,No records,CDC ArboNET Tick Module historic data
18161,IN,Union County,Reported,CDC ArboNET Tick Module historic data
18163,IN,Vanderburgh County,Established,CDC ArboNET Tick Module 2018 submission
18165,IN,Vermillion County,Reported,CDC ArboNET Tick Module historic data
18167,IN,Vigo County,Established,CDC ArboNET Tick Module historic data
18169,IN,Wabash County,Reported,CDC ArboNET Tick Module historic data
18171,IN,Warren County,Established,CDC ArboNET Tick Module historic data
18173,IN,Warrick County,Reported,CDC ArboNET Tick Module historic data
18175,IN,Washington County,Reported,CDC ArboNET Tick Module historic data
18177,IN,Wayne County,No records,CDC ArboNET Tick Module historic data
18179,IN,Wells County,No records,CDC ArboNET Tick Module historic data
18181,IN,White County,Established,CDC ArboNET Tick Module historic data
18183,IN,Whitley County,Reported,CDC ArboNET Tick Module historic data
19001,IA,Adair County,Reported,CDC ArboNET Tick Module historic data
19003,IA,Adams County,No records,CDC ArboNET Tick Module historic data
19005,IA,Allamakee County,Established,CDC ArboNET Tick Module historic data
19007,IA,Appanoose County,No records,CDC ArboNET Tick Module historic data
19009,IA,Audubon County,No records,CDC ArboNET Tick Module historic data
19011,IA,Benton County,Established,CDC ArboNET Tick Module historic data
19013,IA,Black Hawk County,Established,CDC ArboNET Tick Module historic data
19015,IA,Boone County,Established,CDC ArboNET Tick Module historic data
19017,IA,Bremer County,Established,CDC ArboNET Tick Module historic data
19019,IA,Buchanan County,Established,CDC ArboNET Tick Module historic data
19021,IA,Buena Vista County,Reported,CDC ArboNET Tick Module historic data
19023,IA,Butler County,Reported,CDC ArboNET Tick Module historic data
19025,IA,Calhoun County,Reported,CDC ArboNET Tick Module historic data
19027,IA,Carroll County,Reported,CDC ArboNET Tick Module historic data
19029,IA,Cass County,No records,CDC ArboNET Tick Module historic data
19031,IA,Cedar County,Reported,CDC ArboNET Tick Module historic data
19033,IA,Cerro Gordo County,Established,CDC ArboNET Tick Module historic data
19035,IA,Cherokee County,Reported,CDC ArboNET Tick Module historic data
19037,IA,Chickasaw County,No records,CDC ArboNET Tick Module historic data
19039,IA,Clarke County,Reported,CDC ArboNET Tick Module historic data
19041,IA,Clay County,No records,CDC ArboNET Tick Module historic data
19043,IA,Clayton County,Established,CDC ArboNET Tick Module historic data
19045,IA,Clinton County,Reported,CDC ArboNET Tick Module historic data
19047,IA,Crawford County,Reported,CDC ArboNET Tick Module historic data
19049,IA,Dallas County,Established,CDC ArboNET Tick Module historic data
19051,IA,Davis County,Reported,CDC ArboNET Tick Module historic data
19053,IA,Decatur County,Reported,CDC ArboNET Tick Module historic data
19055,IA,Delaware County,Established,CDC ArboNET Tick Module historic data
19057,IA,Des Moines County,Established,CDC ArboNET Tick Module historic data
19059,IA,Dickinson County,No records,CDC ArboNET Tick Module historic data
19061,IA,Dubuque County,Established,CDC ArboNET Tick Module historic data
19063,IA,Emmet County,No records,CDC ArboNET Tick Module historic data
19065,IA,Fayette County,Established,CDC ArboNET Tick Module historic data
19067,IA,Floyd County,Reported,CDC ArboNET Tick Module historic data
19069,IA,Franklin County,No records,CDC ArboNET Tick Module historic data
19071,IA,Fremont County,No records,CDC ArboNET Tick Module historic data
19073,IA,Greene County,Reported,CDC ArboNET Tick Module historic data
19075,IA,Grundy County,No records,CDC ArboNET Tick Module historic data
19077,IA,Guthrie County,Reported,CDC ArboNET Tick Module historic data
19079,IA,Hamilton County,Established,CDC ArboNET Tick Module historic data
19081,IA,Hancock County,Reported,CDC ArboNET Tick Module historic data
19083,IA,Hardin County,Reported,CDC ArboNET Tick Module historic data
19085,IA,Harrison County,Reported,CDC ArboNET Tick Module historic data
19087,IA,Henry County,Reported,CDC ArboNET Tick Module historic data
19089,IA,Howard County,Reported,CDC ArboNET Tick Module historic data
19091,IA,Humboldt County,No records,CDC ArboNET Tick Module historic data
19093,IA,Ida County,No records,CDC ArboNET Tick Module historic data
19095,IA,Iowa County,Established,CDC ArboNET Tick Module historic data
19097,IA,Jackson County,Established,CDC ArboNET Tick Module historic data
19099,IA,Jasper County,Reported,CDC ArboNET Tick Module historic data
19101,IA,Jefferson County,Established,CDC ArboNET Tick Module historic data
19103,IA,Johnson County,Established,CDC ArboNET Tick Module historic data
19105,IA,Jones County,Reported,CDC ArboNET Tick Module historic data
19107,IA,Keokuk County,Established,CDC ArboNET Tick Module historic data
19109,IA,Kossuth County,Reported,CDC ArboNET Tick Module historic data
19111,IA,Lee County,Reported,CDC ArboNET Tick Module historic data
19113,IA,Linn County,Established,CDC ArboNET Tick Module historic data
19115,IA,Louisa County,Established,CDC ArboNET Tick Module historic data
19117,IA,Lucas County,Reported,CDC ArboNET Tick Module historic data
19119,IA,Lyon County,No records,CDC ArboNET Tick Module historic data
19121,IA,Madison County,No records,CDC ArboNET Tick Module historic data
19123,IA,Mahaska County,Established,CDC ArboNET Tick Module historic data
19125,IA,Marion County,Reported,CDC ArboNET Tick Module historic data
19127,IA,Marshall County,Established,CDC ArboNET Tick Module historic data
19129,IA,Mills County,Reported,CDC ArboNET Tick Module historic data
19131,IA,Mitchell County,Established,CDC ArboNET Tick Module historic data
19133,IA,Monona County,Reported,CDC ArboNET Tick Module historic data
19135,IA,Monroe County,Reported,CDC ArboNET Tick Module historic data
19137,IA,Montgomery County,No records,CDC ArboNET Tick Module historic data
19139,IA,Muscatine County,Established,CDC ArboNET Tick Module historic data
19141,IA,O'Brien County,Reported,CDC ArboNET Tick Module historic data
19143,IA,Osceola County,No records,CDC ArboNET Tick Module historic data
19145,IA,Page County,Reported,CDC ArboNET Tick Module historic data
19147,IA,Palo Alto County,Reported,CDC ArboNET Tick Module historic data
19149,IA,Plymouth County,No records,CDC ArboNET Tick Module historic data
19151,IA,Pocahontas County,Reported,CDC ArboNET Tick Module historic data
19153,IA,Polk County,Established,CDC ArboNET Tick Module historic data
19155,IA,Pottawattamie County,No records,CDC ArboNET Tick Module historic data
19157,IA,Poweshiek County,Reported,CDC ArboNET Tick Module historic data
19159,IA,Ringgold County,No records,CDC ArboNET Tick Module historic data
19161,IA,Sac County,No records,CDC ArboNET Tick Module historic data
19163,IA,Scott County,Established,CDC ArboNET Tick Module historic data
19165,IA,Shelby County,No records,CDC ArboNET Tick Module historic data
19167,IA,Sioux County,No records,CDC ArboNET Tick Module historic data
19169,IA,Story County,Established,CDC ArboNET Tick Module historic data
19171,IA,Tama County,Established,CDC ArboNET Tick Module historic data
19173,IA,Taylor County,Reported,CDC ArboNET Tick Module historic data
19175,IA,Union County,Reported,CDC ArboNET Tick Module historic data
19177,IA,Van Buren County,Reported,CDC ArboNET Tick Module historic data
19179,IA,Wapello County,Established,CDC ArboNET Tick Module historic data
19181,IA,Warren County,Reported,CDC ArboNET Tick Module historic data
19183,IA,Washington County,Established,CDC ArboNET Tick Module historic data
19185,IA,Wayne County,No records,CDC ArboNET Tick Module historic data
19187,IA,Webster County,Established,CDC ArboNET Tick Module historic data
19189,IA,Winnebago County,Reported,CDC ArboNET Tick Module historic data
19191,IA,Winneshiek County,Established,CDC ArboNET Tick Module historic data
19193,IA,Woodbury County,Reported,CDC ArboNET Tick Module historic data
19195,IA,Worth County,No records,CDC ArboNET Tick Module historic data
19197,IA,Wright County,Reported,CDC ArboNET Tick Module historic data
20001,KS,Allen County,Reported,CDC ArboNET Tick Module historic data
20003,KS,Anderson County,Reported,CDC ArboNET Tick Module historic data
20005,KS,Atchison County,No records,CDC ArboNET Tick Module historic data
20007,KS,Barber County,No records,CDC ArboNET Tick Module historic data
20009,KS,Barton County,No records,CDC ArboNET Tick Module historic data
20011,KS,Bourbon County,Reported,CDC ArboNET Tick Module historic data
20013,KS,Brown County,No records,CDC ArboNET Tick Module historic data
20015,KS,Butler County,Reported,CDC ArboNET Tick Module historic data
20017,KS,Chase County,No records,CDC ArboNET Tick Module historic data
20019,KS,Chautauqua County,Reported,CDC ArboNET Tick Module historic data
20021,KS,Cherokee County,Reported,CDC ArboNET Tick Module historic data
20023,KS,Cheyenne County,No records,CDC ArboNET Tick Module historic data
20025,KS,Clark County,No records,CDC ArboNET Tick Module historic data
20027,KS,Clay County,No records,CDC ArboNET Tick Module historic data
20029,KS,Cloud County,No records,CDC ArboNET Tick Module historic data
20031,KS,Coffey County,Reported,CDC ArboNET Tick Module historic data
20033,KS,Comanche County,No records,CDC ArboNET Tick Module historic data
20035,KS,Cowley County,Reported,CDC ArboNET Tick Module historic data
20037,KS,Crawford County,Reported,CDC ArboNET Tick Module historic data
20039,KS,Decatur County,No records,CDC ArboNET Tick Module historic data
20041,KS,Dickinson County,No records,CDC ArboNET Tick Module historic data
20043,KS,Doniphan County,No records,CDC ArboNET Tick Module historic data
20045,KS,Douglas County,Established,CDC ArboNET Tick Module historic data
20047,KS,Edwards County,No records,CDC ArboNET Tick Module historic data
20049,KS,Elk County,No records,CDC ArboNET Tick Module historic data
20051,KS,Ellis County,No records,CDC ArboNET Tick Module historic data
20053,KS,Ellsworth County,No records,CDC ArboNET Tick Module historic data
20055,KS,Finney County,No records,CDC ArboNET Tick Module historic data
20057,KS,Ford County,No records,CDC ArboNET Tick Module historic data
20059,KS,Franklin County,No records,CDC ArboNET Tick Module historic data
20061,KS,Geary County,No records,CDC ArboNET Tick Module historic data
20063,KS,Gove County,No records,CDC ArboNET Tick Module historic data
20065,KS,Graham County,No records,CDC ArboNET Tick Module historic data
20067,KS,Grant County,No records,CDC ArboNET Tick Module historic data
20069,KS,Gray County,No records,CDC ArboNET Tick Module historic data
20071,KS,Greeley County,No records,CDC ArboNET Tick Module historic data
20073,KS,Greenwood County,Reported,CDC ArboNET Tick Module historic data
20075,KS,Hamilton County,No records,CDC ArboNET Tick Module historic data
20077,KS,Harper County,No records,CDC ArboNET Tick Module historic data
20079,KS,Harvey County,No records,CDC ArboNET Tick Module historic data
20081,KS,Haskell County,No records,CDC ArboNET Tick Module historic data
20083,KS,Hodgeman County,No records,CDC ArboNET Tick Module historic data
20085,KS,Jackson County,No records,CDC ArboNET Tick Module historic data
20087,KS,Jefferson County,Reported,CDC ArboNET Tick Module historic data
20089,KS,Jewell County,No records,CDC ArboNET Tick Module historic data
20091,KS,Johnson County,Reported,CDC ArboNET Tick Module historic data
20093,KS,Kearny County,No records,CDC ArboNET Tick Module historic data
20095,KS,Kingman County,No records,CDC ArboNET Tick Module historic data
20097,KS,Kiowa County,No records,CDC ArboNET Tick Module historic data
20099,KS,Labette County,Reported,CDC ArboNET Tick Module historic data
20101,KS,Lane County,No records,CDC ArboNET Tick Module historic data
20103,KS,Leavenworth County,No records,CDC ArboNET Tick Module historic data
20105,KS,Lincoln County,No records,CDC ArboNET Tick Module historic data
20107,KS,Linn County,Reported,CDC ArboNET Tick Module historic data
20109,KS,Logan County,No records,CDC ArboNET Tick Module historic data
20111,KS,Lyon County,No records,CDC ArboNET Tick Module historic data
20113,KS,McPherson County,No records,CDC ArboNET Tick Module historic data
20115,KS,Marion County,No records,CDC ArboNET Tick Module historic data
20117,KS,Marshall County,No records,CDC ArboNET Tick Module historic data
20119,KS,Meade County,No records,CDC ArboNET Tick Module historic data
20121,KS,Miami County,Reported,CDC ArboNET Tick Module historic data
20123,KS,Mitchell County,No records,CDC ArboNET Tick Module historic data
20125,KS,Montgomery County,Reported,CDC ArboNET Tick Module historic data
20127,KS,Morris County,No records,CDC ArboNET Tick Module historic data
20129,KS,Morton County,No records,CDC ArboNET Tick Module historic data
20131,KS,Nemaha County,No records,CDC ArboNET Tick Module historic data
20133,KS,Neosho County,Reported,CDC ArboNET Tick Module historic data
20135,KS,Ness County,No records,CDC ArboNET Tick Module historic data
20137,KS,Norton County,No records,CDC ArboNET Tick Module historic data
20139,KS,Osage County,No records,CDC ArboNET Tick Module historic data
20141,KS,Osborne County,No records,CDC ArboNET Tick Module historic data
20143,KS,Ottawa County,No records,CDC ArboNET Tick Module historic data
20145,KS,Pawnee County,No records,CDC ArboNET Tick Module historic data
20147,KS,Phillips County,No records,CDC ArboNET Tick Module historic data
20149,KS,Pottawatomie County,Reported,CDC ArboNET Tick Module historic data
20151,KS,Pratt County,No records,CDC ArboNET Tick Module historic data
20153,KS,Rawlins County,No records,CDC ArboNET Tick Module historic data
20155,KS,Reno County,No records,CDC ArboNET Tick Module historic data
20157,KS,Republic County,No records,CDC ArboNET Tick Module historic data
20159,KS,Rice County,No records,CDC ArboNET Tick Module historic data
20161,KS,Riley County,Reported,CDC ArboNET Tick Module historic data
20163,KS,Rooks County,No records,CDC ArboNET Tick Module historic data
20165,KS,Rush County,No records,CDC ArboNET Tick Module historic data
20167,KS,Russell County,No records,CDC ArboNET Tick Module historic data
20169,KS,Saline County,No records,CDC ArboNET Tick Module historic data
20171,KS,Scott County,No records,CDC ArboNET Tick Module historic data
20173,KS,Sedgwick County,Reported,CDC ArboNET Tick Module historic data
20175,KS,Seward County,No records,CDC ArboNET Tick Module historic data
20177,KS,Shawnee County,Reported,CDC ArboNET Tick Module historic data
20179,KS,Sheridan County,No records,CDC ArboNET Tick Module historic data
20181,KS,Sherman County,No records,CDC ArboNET Tick Module historic data
20183,KS,Smith County,No records,CDC ArboNET Tick Module historic data
20185,KS,Stafford County,No records,CDC ArboNET Tick Module historic data
20187,KS,Stanton County,No records,CDC ArboNET Tick Module historic data
20189,KS,Stevens County,No records,CDC ArboNET Tick Module historic data
20191,KS,Sumner County,No records,CDC ArboNET Tick Module historic data
20193,KS,Thomas County,No records,CDC ArboNET Tick Module historic data
20195,KS,Trego County,No records,CDC ArboNET Tick Module historic data
20197,KS,Wabaunsee County,No records,CDC ArboNET Tick Module historic data
20199,KS,Wallace County,No records,CDC ArboNET Tick Module historic data
20201,KS,Washington County,No records,CDC ArboNET Tick Module historic data
20203,KS,Wichita County,No records,CDC ArboNET Tick Module historic data
20205,KS,Wilson County,No records,CDC ArboNET Tick Module historic data
20207,KS,Woodson County,Reported,CDC ArboNET Tick Module historic data
20209,KS,Wyandotte County,No records,CDC ArboNET Tick Module historic data
21001,KY,Adair County,No records,CDC ArboNET Tick Module historic data
21003,KY,Allen County,No records,CDC ArboNET Tick Module historic data
21005,KY,Anderson County,No records,CDC ArboNET Tick Module historic data
21007,KY,Ballard County,Established,CDC ArboNET Tick Module historic data
21009,KY,Barren County,No records,CDC ArboNET Tick Module historic data
21011,KY,Bath County,Reported,CDC ArboNET Tick Module historic data
21013,KY,Bell County,Established,CDC ArboNET Tick Module historic data
21015,KY,Boone County,Established,CDC ArboNET Tick Module historic data
21017,KY,Bourbon County,No records,CDC ArboNET Tick Module historic data
21019,KY,Boyd County,Established,CDC ArboNET Tick Module historic data
21021,KY,Boyle County,No records,CDC ArboNET Tick Module historic data
21023,KY,Bracken County,No records,CDC ArboNET Tick Module historic data
21025,KY,Breathitt County,No records,CDC ArboNET Tick Module historic data
21027,KY,Breckinridge County,No records,CDC ArboNET Tick Module historic data
21029,KY,Bullitt County,Established,CDC ArboNET Tick Module historic data
21031,KY,Butler County,Reported,CDC ArboNET Tick Module historic data
21033,KY,Caldwell County,No records,CDC ArboNET Tick Module historic data
21035,KY,Calloway County,No records,CDC ArboNET Tick Module historic data
21037,KY,Campbell County,No records,CDC ArboNET Tick Module historic data
21039,KY,Carlisle County,No records,CDC ArboNET Tick Module historic data
21041,KY,Carroll County,Established,CDC ArboNET Tick Module historic data
21043,KY,Carter County,No records,CDC ArboNET Tick Module historic data
21045,KY,Casey County,Established,CDC ArboNET Tick Module historic data
21047,KY,Christian County,Reported,CDC ArboNET Tick Module historic data
21049,KY,Clark County,Reported,CDC ArboNET Tick Module historic data
21051,KY,Clay County,Established,CDC ArboNET Tick Module historic data
21053,KY,Clinton County,No records,CDC ArboNET Tick Module historic data
21055,KY,Crittenden County,Reported,CDC ArboNET Tick Module historic data
21057,KY,Cumberland County,Reported,CDC ArboNET Tick Module historic data
21059,KY,Daviess County,Reported,CDC ArboNET Tick Module historic data
21061,KY,Edmonson County,No records,CDC ArboNET Tick Module historic data
21063,KY,Elliott County,No records,CDC ArboNET Tick Module historic data
21065,KY,Estill County,Established,CDC ArboNET Tick Module historic data
21067,KY,Fayette County,Established,CDC ArboNET Tick Module historic data
21069,KY,Fleming County,No records,CDC ArboNET Tick Module historic data
21071,KY,Floyd County,No records,CDC ArboNET Tick Module historic data
21073,KY,Franklin County,No records,CDC ArboNET Tick Module historic data
21075,KY,Fulton County,No records,CDC ArboNET Tick Module historic data
21077,KY,Gallatin County,No records,CDC ArboNET Tick Module historic data
21079,KY,Garrard County,No records,CDC ArboNET Tick Module historic data
21081,KY,Grant County,No records,CDC ArboNET Tick Module historic data
21083,KY,Graves County,No records,CDC ArboNET Tick Module historic data
21085,KY,Grayson County,No records,CDC ArboNET Tick Module historic data
21087,KY,Green County,No records,CDC ArboNET Tick Module historic data
21089,KY,Greenup County,Established,CDC ArboNET Tick Module historic data
21091,KY,Hancock County,Reported,CDC ArboNET Tick Module historic data
21093,KY,Hardin County,Established,CDC ArboNET Tick Module historic data
21095,KY,Harlan County,Reported,CDC ArboNET Tick Module historic data
21097,KY,Harrison County,Reported,CDC ArboNET Tick Module historic data
21099,KY,Hart County,Reported,CDC ArboNET Tick Module historic data
21101,KY,Henderson County,No records,CDC ArboNET Tick Module historic data
21103,KY,Henry County,Established,CDC ArboNET Tick Module historic data
21105,KY,Hickman County,No records,CDC ArboNET Tick Module historic data
21107,KY,Hopkins County,Established,CDC ArboNET Tick Module historic data
21109,KY,Jackson County,Established,CDC ArboNET Tick Module historic data
21111,KY,Jefferson County,Reported,CDC ArboNET Tick Module historic data
21113,KY,Jessamine County,No records,CDC ArboNET Tick Module historic data
21115,KY,Johnson County,No records,CDC ArboNET Tick Module historic data
21117,KY,Kenton County,No records,CDC ArboNET Tick Module historic data
21119,KY,Knott County,No records,CDC ArboNET Tick Module historic data
21121,KY,Knox County,Established,CDC ArboNET Tick Module historic data
21123,KY,Larue County,No records,CDC ArboNET Tick Module historic data
21125,KY,Laurel County,No records,CDC ArboNET Tick Module historic data
21127,KY,Lawrence County,No records,CDC ArboNET Tick Module historic data
21129,KY,Lee County,Established,CDC ArboNET Tick Module historic data
21131,KY,Leslie County,No records,CDC ArboNET Tick Module historic data
21133,KY,Letcher County,No records,CDC ArboNET Tick Module historic data
21135,KY,Lewis County,Established,CDC ArboNET Tick Module historic data
21137,KY,Lincoln County,No records,CDC ArboNET Tick Module historic data
21139,KY,Livingston County,No records,CDC ArboNET Tick Module historic data
21141,KY,Logan County,No records,CDC ArboNET Tick Module historic data
21143,KY,Lyon County,Established,CDC ArboNET Tick Module historic data
21145,KY,McCracken County,No records,CDC ArboNET Tick Module historic data
21147,KY,McCreary County,Established,CDC ArboNET Tick Module historic data
21149,KY,McLean County,No records,CDC ArboNET Tick Module historic data
21151,KY,Madison County,Established,CDC ArboNET Tick Module historic data
21153,KY,Magoffin County,No records,CDC ArboNET Tick Module historic data
21155,KY,Marion County,Reported,CDC ArboNET Tick Module historic data
21157,KY,Marshall County,No records,CDC ArboNET Tick Module historic data
21159,KY,Martin County,No records,CDC ArboNET Tick Module historic data
21161,KY,Mason County,No records,CDC ArboNET Tick Module historic data
21163,KY,Meade County,Established,CDC ArboNET Tick Module historic data
21165,KY,Menifee County,No records,CDC ArboNET Tick Module historic data
21167,KY,Mercer County,No records,CDC ArboNET Tick Module historic data
21169,KY,Metcalfe County,No records,CDC ArboNET Tick Module historic data
21171,KY,Monroe County,No records,CDC ArboNET Tick Module historic data
21173,KY,Montgomery County,Reported,CDC ArboNET Tick Module historic data
21175,KY,Morgan County,Reported,CDC ArboNET Tick Module historic data
21177,KY,Muhlenberg County,Established,CDC ArboNET Tick Module historic data
21179,KY,Nelson County,No records,CDC ArboNET Tick Module historic data
21181,KY,Nicholas County,Established,CDC ArboNET Tick Module historic data
21183,KY,Ohio County,Established,CDC ArboNET Tick Module historic data
21185,KY,Oldham County,No records,CDC ArboNET Tick Module historic data
21187,KY,Owen County,Established,CDC ArboNET Tick Module historic data
21189,KY,Owsley County,Established,CDC ArboNET Tick Module historic data
21191,KY,Pendleton County,No records,CDC ArboNET Tick Module historic data
21193,KY,Perry County,No records,CDC ArboNET Tick Module historic data
21195,KY,Pike County,No records,CDC ArboNET Tick Module historic data
21197,KY,Powell County,No records,CDC ArboNET Tick Module historic data
21199,KY,Pulaski County,Established,CDC ArboNET Tick Module historic data
21201,KY,Robertson County,Reported,CDC ArboNET Tick Module historic data
21203,KY,Rockcastle County,No records,CDC ArboNET Tick Module historic data
21205,KY,Rowan County,No records,CDC ArboNET Tick Module historic data
21207,KY,Russell County,Established,CDC ArboNET Tick Module historic data
21209,KY,Scott County,Established,CDC ArboNET Tick Module historic data
21211,KY,Shelby County,No records,CDC ArboNET Tick Module historic data
21213,KY,Simpson County,No records,CDC ArboNET Tick Module historic data
21215,KY,Spencer County,No records,CDC ArboNET Tick Module historic data
21217,KY,Taylor County,Reported,CDC ArboNET Tick Module historic data
21219,KY,Todd County,Reported,CDC ArboNET Tick Module historic data
21221,KY,Trigg County,No records,CDC ArboNET Tick Module historic data
21223,KY,Trimble County,Established,CDC ArboNET Tick Module historic data
21225,KY,Union County,No records,CDC ArboNET Tick Module historic data
21227,KY,Warren County,Reported,CDC ArboNET Tick Module historic data
