Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MO-195,Saline County,54.5,92,0.7,53.8
MO-197,Schuyler County,51.1,80,0.4,50.7
MO-199,Scotland County,51,60,0,51
MO-201,Scott County,58.3,94,1.1,57.2
MO-203,Shannon County,56.4,95,1.1,55.3
MO-205,Shelby County,52.4,73,0.2,52.2
MO-207,Stoddard County,58.6,86,0.6,58
MO-209,Stone County,57.1,90,0.8,56.3
MO-211,Sullivan County,51.7,76,0.2,51.5
MO-213,Taney County,57.3,88,0.7,56.6
MO-215,Texas County,55.5,78,0.6,54.9
MO-217,Vernon County,56.1,48,-0.3,56.4
MO-219,Warren County,55.2,100,1.5,53.7
MO-221,Washington County,54.9,81,0.7,54.2
MO-223,Wayne County,56.8,76,0.5,56.3
MO-225,Webster County,55.2,87,0.7,54.5
MO-227,Worth County,51.2,88,0.8,50.4
MO-229,Wright County,55.3,78,0.5,54.8
MO-510,St. Louis City,56.7,98,1.2,55.5
MT-001,Beaverhead County,38.5,108,1.7,36.8
MT-003,Big Horn County,43.9,50,-0.1,44
MT-005,Blaine County,40.6,42,-0.6,41.2
MT-007,Broadwater County,42.3,75,0.6,41.7
MT-009,Carbon County,42.2,84,0.8,41.4
MT-011,Carter County,42.2,45,-0.7,42.9
MT-013,Cascade County,42,50,-0.2,42.2
MT-015,Chouteau County,41.9,34,-0.9,42.8
MT-017,Custer County,43.1,42,-0.9,44
MT-019,Daniels County,37.5,43,-0.6,38.1
MT-021,Dawson County,41.4,41,-0.7,42.1
MT-023,Deer Lodge County,38.8,111,2,36.8
MT-025,Fallon County,41.8,41,-0.8,42.6
MT-027,Fergus County,42.3,41,-0.6,42.9
MT-029,Flathead County,40.6,105,1.8,38.8
MT-031,Gallatin County,39.8,93,1.2,38.6
MT-033,Garfield County,42.1,40,-0.9,43
MT-035,Glacier County,39.1,85,1.1,38
MT-037,Golden Valley County,42.1,23,-1.4,43.5
MT-039,Granite County,39.8,111,1.9,37.9
MT-041,Hill County,39.2,35,-1.1,40.3
MT-043,Jefferson County,41.2,100,1.5,39.7
MT-045,Judith Basin County,40.9,60,0.3,40.6
MT-047,Lake County,44.1,105,1.8,42.3
MT-049,Lewis and Clark County,40.7,87,1,39.7
MT-051,Liberty County,39.7,41,-0.7,40.4
MT-053,Lincoln County,42.5,112,2.2,40.3
MT-055,McCone County,41.2,47,-0.4,41.6
MT-057,Madison County,40.3,109,1.8,38.5
MT-059,Meagher County,39.8,91,1.3,38.5
MT-061,Mineral County,42.6,102,1.4,41.2
MT-063,Missoula County,41.8,99,1.5,40.3
MT-065,Musselshell County,42.9,23,-1.8,44.7
MT-067,Park County,39.2,96,1.5,37.7
MT-069,Petroleum County,43.9,33,-0.9,44.8
MT-071,Phillips County,41.1,42,-0.7,41.8
MT-073,Pondera County,40.8,73,0.5,40.3
MT-075,Powder River County,43.8,47,-0.5,44.3
MT-077,Powell County,40,102,1.7,38.3
MT-079,Prairie County,42.1,39,-0.8,42.9
MT-081,Ravalli County,41,110,1.7,39.3
MT-083,Richland County,40.7,45,-0.5,41.2
MT-085,Roosevelt County,39.5,46,-0.6,40.1
MT-087,Rosebud County,42.8,32,-1.2,44
MT-089,Sanders County,43.3,101,1.3,42
MT-091,Sheridan County,38,43,-0.6,38.6
MT-093,Silver Bow County,40.3,112,2,38.3
MT-095,Stillwater County,41.6,28,-1,42.6
MT-097,Sweet Grass County,41.6,55,0,41.6
MT-099,Teton County,41,79,0.7,40.3
MT-101,Toole County,40.5,55,-0.1,40.6
MT-103,Treasure County,43.3,31,-1.3,44.6
MT-105,Valley County,39.4,45,-0.7,40.1
MT-107,Wheatland County,41.6,50,-0.2,41.8
MT-109,Wibaux County,41.3,35,-1,42.3
MT-111,Yellowstone County,44.1,32,-1.2,45.3
NE-001,Adams County,50,58,-0.1,50.1
NE-003,Antelope County,46.9,34,-0.9,47.8
NE-005,Arthur County,47.6,76,0.3,47.3
NE-007,Banner County,47.7,90,1.1,46.6
NE-009,Blaine County,47.4,32,-0.8,48.2
NE-011,Boone County,47.7,54,-0.3,48
NE-013,Box Butte County,46.4,76,0.2,46.2
NE-015,Boyd County,47.1,34,-0.7,47.8
NE-017,Brown County,47.3,52,-0.3,47.6
NE-019,Buffalo County,49.1,57,-0.2,49.3
NE-021,Burt County,48.2,51,-0.3,48.5
NE-023,Butler County,49,46,-0.4,49.4
NE-025,Cass County,50.2,52,-0.4,50.6
NE-027,Cedar County,46.5,42,-0.7,47.2
NE-029,Chase County,50,71,0.2,49.8
NE-031,Cherry County,46.8,74,0.3,46.5
NE-033,Cheyenne County,48.2,78,0.6,47.6
NE-035,Clay County,50.4,70,0.1,50.3
NE-037,Colfax County,48.6,52,-0.2,48.8
NE-039,Cuming County,47.6,44,-0.6,48.2
NE-041,Custer County,47.7,45,-0.4,48.1
NE-043,Dakota County,47,43,-0.7,47.7
NE-045,Dawes County,46.5,56,-0.1,46.6
NE-047,Dawson County,49,43,-0.5,49.5
NE-049,Deuel County,48.5,55,-0.2,48.7
NE-051,Dixon County,46.3,30,-1.1,47.4
NE-053,Dodge County,48.9,54,-0.2,49.1
NE-055,Douglas County,50.2,75,0.2,50
NE-057,Dundy County,51.5,91,0.9,50.6
NE-059,Fillmore County,50.3,55,-0.3,50.6
NE-061,Franklin County,50.8,58,-0.2,51
NE-063,Frontier County,49.9,57,-0.1,50
NE-065,Furnas County,50.6,40,-0.6,51.2
NE-067,Gage County,50.9,51,-0.4,51.3
NE-069,Garden County,47.6,77,0.4,47.2
NE-071,Garfield County,47,55,-0.3,47.3
NE-073,Gosper County,49.8,43,-0.5,50.3
NE-075,Grant County,46.7,77,0.3,46.4
NE-077,Greeley County,47.7,50,-0.4,48.1
NE-079,Hall County,49.5,58,-0.1,49.6
NE-081,Hamilton County,50,66,0.1,49.9
NE-083,Harlan County,50.9,49,-0.3,51.2
NE-085,Hayes County,49.7,55,-0.3,50
NE-087,Hitchcock County,51.2,73,0.2,51
NE-089,Holt County,46.6,35,-0.7,47.3
NE-091,Hooker County,46.8,43,-0.5,47.3
NE-093,Howard County,49,57,-0.2,49.2
NE-095,Jefferson County,51.5,73,0.3,51.2
NE-097,Johnson County,50.6,40,-0.7,51.3
NE-099,Kearney County,49.7,54,-0.2,49.9
NE-101,Keith County,48.7,56,-0.2,48.9
NE-103,Keya Paha County,46.9,52,-0.2,47.1
NE-105,Kimball County,47.2,89,1.1,46.1
NE-107,Knox County,46.8,36,-0.9,47.7
NE-109,Lancaster County,50.4,55,-0.2,50.6
NE-111,Lincoln County,48.4,40,-0.6,49
NE-113,Logan County,47.2,28,-1,48.2
NE-115,Loup County,47.2,54,-0.4,47.6
NE-117,McPherson County,47.2,41,-0.6,47.8
NE-119,Madison County,47.4,41,-0.7,48.1
NE-121,Merrick County,49.8,74,0.2,49.6
NE-123,Morrill County,48,81,0.7,47.3
NE-125,Nance County,49,70,0.2,48.8
NE-127,Nemaha County,51.2,47,-0.5,51.7
NE-129,Nuckolls County,51,66,0.1,50.9
NE-131,Otoe County,50.4,44,-0.7,51.1
NE-133,Pawnee County,51.3,54,-0.4,51.7
NE-135,Perkins County,48.9,58,-0.2,49.1
NE-137,Phelps County,49.8,55,-0.3,50.1
NE-139,Pierce County,46.7,36,-0.9,47.6
NE-141,Platte County,48.6,66,0,48.6
NE-143,Polk County,49.6,59,0.1,49.5
NE-145,Red Willow County,51.1,74,0.2,50.9
NE-147,Richardson County,52.2,66,0.1,52.1
NE-149,Rock County,46.6,45,-0.5,47.1
NE-151,Saline County,50.2,45,-0.6,50.8
NE-153,Sarpy County,50.3,66,0,50.3
NE-155,Saunders County,49.8,67,0,49.8
NE-157,Scotts Bluff County,48.5,89,1.2,47.3
NE-159,Seward County,49.4,37,-0.7,50.1
NE-161,Sheridan County,46.1,73,0.3,45.8
NE-163,Sherman County,48.5,59,0,48.5
NE-165,Sioux County,45.8,78,0.5,45.3
NE-167,Stanton County,47.4,37,-0.8,48.2
NE-169,Thayer County,51.3,70,0.2,51.1
NE-171,Thomas County,47.2,26,-1,48.2
NE-173,Thurston County,47.2,43,-0.7,47.9
NE-175,Valley County,47.7,57,-0.2,47.9
NE-177,Washington County,49.4,61,0,49.4
NE-179,Wayne County,46.6,36,-0.9,47.5
NE-181,Webster County,50.8,63,-0.1,50.9
NE-183,Wheeler County,47.2,50,-0.3,47.5
NE-185,York County,49.8,48,-0.4,50.2
NV-001,Churchill County,52.1,110,1.7,50.4
NV-003,Clark County,66.4,123,3.2,63.2
NV-005,Douglas County,50.1,120,2.3,47.8
NV-007,Elko County,46.2,114,1.9,44.3
NV-009,Esmeralda County,55.1,124,4.1,51
NV-011,Eureka County,47.3,117,2.2,45.1
NV-013,Humboldt County,50.2,116,2,48.2
NV-015,Lander County,49.2,115,2.1,47.1
NV-017,Lincoln County,56.8,120,2.9,53.9
NV-019,Lyon County,52.6,120,2.5,50.1
NV-021,Mineral County,52.1,124,3.3,48.8
NV-023,Nye County,54,122,3.5,50.5
NV-027,Pershing County,51.3,105,1.4,49.9
NV-029,Storey County,51.9,120,2.6,49.3
NV-031,Washoe County,50.1,114,2,48.1
NV-033,White Pine County,47.4,118,2.4,45
NV-510,Carson City,51.2,121,2.4,48.8
NH-001,Belknap County,45.8,110,1.9,43.9
NH-003,Carroll County,44,108,1.8,42.2
NH-005,Cheshire County,46.6,116,2.7,43.9
NH-007,Coos County,40.3,107,1.9,38.4
NH-009,Grafton County,43,113,2.1,40.9
NH-011,Hillsborough County,47.9,116,2.7,45.2
NH-013,Merrimack County,46.3,114,2.3,44
NH-015,Rockingham County,48.2,111,2,46.2
NH-017,Strafford County,46.4,106,1.3,45.1
NH-019,Sullivan County,44.8,113,2.4,42.4
NJ-001,Atlantic County,55.9,119,3.2,52.7
NJ-003,Bergen County,53.7,114,2.7,51
NJ-005,Burlington County,55.7,116,2.8,52.9
NJ-007,Camden County,56.1,117,2.8,53.3
NJ-009,Cape May County,56.2,118,3.1,53.1
NJ-011,Cumberland County,56,115,2.9,53.1
NJ-013,Essex County,53.9,114,2.6,51.3
NJ-015,Gloucester County,56.1,115,2.6,53.5
NJ-017,Hudson County,55.4,113,2.7,52.7
NJ-019,Hunterdon County,52.4,113,2.8,49.6
NJ-021,Mercer County,54.4,113,2.6,51.8
NJ-023,Middlesex County,54.6,112,2.7,51.9
NJ-025,Monmouth County,54.8,113,2.8,52
NJ-027,Morris County,51.4,113,2.4,49
NJ-029,Ocean County,55,115,2.7,52.3
NJ-031,Passaic County,51.6,114,2.4,49.2
NJ-033,Salem County,56,114,2.5,53.5
NJ-035,Somerset County,53.4,113,2.7,50.7
NJ-037,Sussex County,49.8,113,2.2,47.6
NJ-039,Union County,54.4,112,2.7,51.7
NJ-041,Warren County,51,115,2.7,48.3
NM-001,Bernalillo County,55.3,122,3.1,52.2
NM-003,Catron County,50.3,124,2.6,47.7
NM-005,Chaves County,60.4,118,2.6,57.8
NM-006,Cibola County,50.6,121,2.3,48.3
NM-007,Colfax County,48.6,116,2,46.6
NM-009,Curry County,57.7,115,2.2,55.5
NM-011,De Baca County,58.8,117,2.3,56.5
NM-013,Dona Ana County,63.4,124,3.3,60.1
NM-015,Eddy County,63.1,116,2.6,60.5
NM-017,Grant County,58,124,3.1,54.9
NM-019,Guadalupe County,56.5,119,2.5,54
NM-021,Harding County,55.4,117,2.2,53.2
NM-023,Hidalgo County,62,124,3,59
NM-025,Lea County,61.5,114,2.1,59.4
NM-027,Lincoln County,55.8,120,2.5,53.3
NM-028,Los Alamos County,49,123,2.9,46.1
NM-029,Luna County,62.7,124,2.9,59.8
NM-031,McKinley County,50.7,121,2.4,48.3
NM-033,Mora County,49.6,122,2.8,46.8
NM-035,Otero County,59.3,123,2.8,56.5
NM-037,Quay County,58.3,114,1.9,56.4
NM-039,Rio Arriba County,47.6,124,3.1,44.5
NM-041,Roosevelt County,58.6,113,2.2,56.4
NM-043,Sandoval County,52.1,124,2.9,49.2
NM-045,San Juan County,53.7,124,3.3,50.4
NM-047,San Miguel County,54.4,120,2.5,51.9
NM-049,Santa Fe County,51.2,123,2.7,48.5
NM-051,Sierra County,59.4,124,2.8,56.6
NM-053,Socorro County,55.9,122,2.9,53
NM-055,Taos County,45.5,124,3.4,42.1
NM-057,Torrance County,52.9,123,3.3,49.6
NM-059,Union County,52.9,108,1.4,51.5
NM-061,Valencia County,57.1,122,3.1,54
NY-001,Albany County,48,107,1.7,46.3
NY-003,Allegany County,46.4,109,1.6,44.8
NY-005,Bronx County,55.4,115,2.8,52.6
NY-007,Broome County,46.7,100,1,45.7
NY-009,Cattaraugus County,46.4,110,1.7,44.7
NY-011,Cayuga County,47.1,96,1,46.1
NY-013,Chautauqua County,47.6,107,1.7,45.9
NY-015,Chemung County,47.6,109,1.8,45.8
NY-017,Chenango County,45.8,104,1.4,44.4
NY-019,Clinton County,43.5,106,1.8,41.7
NY-021,Columbia County,49,109,2,47
NY-023,Cortland County,45.2,97,1,44.2
NY-025,Delaware County,45.1,104,1.3,43.8
NY-027,Dutchess County,50.2,113,2.4,47.8
NY-029,Erie County,48.1,109,1.9,46.2
NY-031,Essex County,41.9,106,1.5,40.4
NY-033,Franklin County,42.1,108,1.9,40.2
NY-035,Fulton County,45,100,1.3,43.7
NY-037,Genesee County,47.6,104,1.5,46.1
NY-039,Greene County,46.3,102,1.3,45
NY-041,Hamilton County,41.2,104,1.4,39.8
NY-043,Herkimer County,43,102,1.3,41.7
NY-045,Jefferson County,45.6,108,2,43.6
NY-047,Kings County,55.6,113,2.6,53
NY-049,Lewis County,43.2,108,1.9,41.3
NY-051,Livingston County,48.2,108,1.9,46.3
NY-053,Madison County,45.4,104,1.3,44.1
NY-055,Monroe County,48.9,109,2,46.9
NY-057,Montgomery County,46.9,98,1,45.9
NY-059,Nassau County,54.5,113,2.6,51.9
NY-061,New York County,55.6,113,2.7,52.9
NY-063,Niagara County,48.9,107,2,46.9
NY-065,Oneida County,45.3,103,1.3,44
NY-067,Onondaga County,46.9,100,1.2,45.7
NY-069,Ontario County,47.8,106,1.5,46.3
NY-071,Orange County,50.4,113,2.5,47.9
NY-073,Orleans County,48.2,104,1.6,46.6
NY-075,Oswego County,46.7,107,1.8,44.9
NY-077,Otsego County,44.9,96,0.9,44
NY-079,Putnam County,50.8,113,2.6,48.2
NY-081,Queens County,55.2,113,2.5,52.7
NY-083,Rensselaer County,48,114,2.4,45.6
NY-085,Richmond County,55.5,112,2.7,52.8
NY-087,Rockland County,52.4,114,2.7,49.7
NY-089,St. Lawrence County,43.9,109,2.1,41.8
NY-091,Saratoga County,46.9,110,2,44.9
NY-093,Schenectady County,47.7,108,1.8,45.9
NY-095,Schoharie County,45.4,98,1,44.4
NY-097,Schuyler County,47.1,107,1.6,45.5
NY-099,Seneca County,47.9,91,0.9,47
NY-101,Steuben County,46.7,106,1.5,45.2
NY-103,Suffolk County,53.1,114,2.8,50.3
NY-105,Sullivan County,47,109,1.9,45.1
NY-107,Tioga County,47,101,1.2,45.8
NY-109,Tompkins County,46.4,94,0.9,45.5
NY-111,Ulster County,48,111,2,46
NY-113,Warren County,44.1,108,1.8,42.3
NY-115,Washington County,46.7,112,2.2,44.5
NY-117,Wayne County,47.7,96,1,46.7
NY-119,Westchester County,52.8,116,2.8,50
NY-121,Wyoming County,46.4,108,1.8,44.6
NY-123,Yates County,47.6,105,1.4,46.2
NC-001,Alamance County,59.6,111,1.5,58.1
NC-003,Alexander County,58.3,101,1.2,57.1
NC-005,Alleghany County,53.1,118,2.2,50.9
NC-007,Anson County,63.1,119,2.4,60.7
NC-009,Ashe County,51.8,118,1.9,49.9
NC-011,Avery County,50.8,114,1.7,49.1
NC-013,Beaufort County,63.1,119,2.1,61
NC-015,Bertie County,61.5,121,2.1,59.4
NC-017,Bladen County,63.6,120,1.9,61.7
NC-019,Brunswick County,64.3,117,1.9,62.4
NC-021,Buncombe County,55.1,117,1.9,53.2
NC-023,Burke County,58.3,110,1.5,56.8
NC-025,Cabarrus County,61.1,114,1.7,59.4
NC-027,Caldwell County,57.6,101,1.2,56.4
NC-029,Camden County,61.7,124,2.6,59.1
NC-031,Carteret County,64.5,120,2.2,62.3
NC-033,Caswell County,58.7,97,1.1,57.6
NC-035,Catawba County,59.5,114,1.6,57.9
NC-037,Chatham County,60.8,113,1.7,59.1
NC-039,Cherokee County,57.1,111,1.3,55.8
NC-041,Chowan County,62.1,122,2.3,59.8
NC-043,Clay County,55.9,115,1.7,54.2
NC-045,Cleveland County,60.1,113,1.5,58.6
NC-047,Columbus County,64,118,1.9,62.1
NC-049,Craven County,63.4,119,2.1,61.3
NC-051,Cumberland County,63.3,119,2.1,61.2
NC-053,Currituck County,61.8,123,2.5,59.3
NC-055,Dare County,62.3,105,1.1,61.2
NC-057,Davidson County,59.7,112,1.7,58
NC-059,Davie County,59.3,115,2,57.3
NC-061,Duplin County,62.9,119,1.9,61
NC-063,Durham County,59.8,109,1.6,58.2
NC-065,Edgecombe County,61.3,116,1.7,59.6
NC-067,Forsyth County,59.1,115,2,57.1
NC-069,Franklin County,60.5,119,2.2,58.3
NC-071,Gaston County,61.3,118,2.3,59
NC-073,Gates County,60.9,121,2,58.9
NC-075,Graham County,54.9,105,1.3,53.6
NC-077,Granville County,59.4,114,2,57.4
NC-079,Greene County,62.5,120,2,60.5
NC-081,Guilford County,59.4,113,1.7,57.7
NC-083,Halifax County,60.8,120,2.2,58.6
NC-085,Harnett County,62.4,120,2,60.4
NC-087,Haywood County,51.9,113,1.6,50.3
NC-089,Henderson County,55.9,106,1.3,54.6
NC-091,Hertford County,60.6,113,1.7,58.9
NC-093,Hoke County,63.2,121,2.4,60.8
NC-095,Hyde County,63.7,120,2,61.7
NC-097,Iredell County,59.4,115,1.9,57.5
NC-099,Jackson County,53.3,111,1.5,51.8
NC-101,Johnston County,62.4,121,2.2,60.2
NC-103,Jones County,63.1,119,2.1,61
NC-105,Lee County,61.7,117,2,59.7
NC-107,Lenoir County,62.7,117,2,60.7
NC-109,Lincoln County,60.3,116,2,58.3
NC-111,McDowell County,57.8,117,1.9,55.9
NC-113,Macon County,54.6,113,1.6,53
NC-115,Madison County,55.7,117,1.9,53.8
NC-117,Martin County,61.9,118,2.1,59.8
NC-119,Mecklenburg County,61.7,118,2.3,59.4
NC-121,Mitchell County,52.2,112,1.6,50.6
NC-123,Montgomery County,62,116,2.2,59.8
NC-125,Moore County,62.3,120,2.4,59.9
NC-127,Nash County,60.8,116,2,58.8
NC-129,New Hanover County,64.5,120,2.1,62.4
NC-131,Northampton County,60.5,119,1.9,58.6
NC-133,Onslow County,63.9,121,2.3,61.6
NC-135,Orange County,59.4,109,1.5,57.9
NC-137,Pamlico County,64,119,2,62
NC-139,Pasquotank County,62,124,2.6,59.4
NC-141,Pender County,63.9,122,2.1,61.8
NC-143,Perquimans County,62,123,2.5,59.5
NC-145,Person County,58.6,111,1.6,57
NC-147,Pitt County,62.4,117,1.9,60.5
NC-149,Polk County,59.4,98,1.1,58.3
NC-151,Randolph County,60.2,109,1.5,58.7
NC-153,Richmond County,63.4,120,2.7,60.7
NC-155,Robeson County,63.9,118,2.2,61.7
NC-157,Rockingham County,58.8,108,1.4,57.4
NC-159,Rowan County,60,114,1.7,58.3
NC-161,Rutherford County,59.8,113,1.5,58.3
NC-163,Sampson County,62.9,118,1.9,61
NC-165,Scotland County,63.7,122,2.7,61
NC-167,Stanly County,61.8,115,1.8,60
NC-169,Stokes County,58.5,115,2.1,56.4
NC-171,Surry County,57.6,115,2.1,55.5
NC-173,Swain County,52.8,107,1.2,51.6
NC-175,Transylvania County,55,117,1.7,53.3
NC-177,Tyrrell County,62.7,118,2,60.7
NC-179,Union County,62.2,118,2.2,60
NC-181,Vance County,59.7,117,2.2,57.5
NC-183,Wake County,61,115,1.8,59.2
NC-185,Warren County,60.2,120,2.4,57.8
NC-187,Washington County,62.5,120,2.4,60.1
NC-189,Watauga County,51.7,114,1.7,50
NC-191,Wayne County,62.8,121,2.2,60.6
NC-193,Wilkes County,57.7,117,1.9,55.8
NC-195,Wilson County,61.8,118,2,59.8
NC-197,Yadkin County,58.5,114,2,56.5
NC-199,Yancey County,52.3,116,1.8,50.5
ND-001,Adams County,41.3,53,-0.2,41.5
ND-003,Barnes County,40.1,75,0.4,39.7
ND-005,Benson County,38.7,80,0.8,37.9
ND-007,Billings County,41.1,49,-0.4,41.5
ND-009,Bottineau County,38.1,71,0.3,37.8
ND-011,Bowman County,41.1,37,-0.9,42
ND-013,Burke County,37.2,48,-0.4,37.6
ND-015,Burleigh County,40.3,65,0.1,40.2
ND-017,Cass County,40.6,66,0.2,40.4
ND-019,Cavalier County,37.3,88,1.2,36.1
ND-021,Dickey County,41.2,65,0.1,41.1
ND-023,Divide County,37.6,50,-0.3,37.9
ND-025,Dunn County,40.8,56,0,40.8
ND-027,Eddy County,39.1,77,0.5,38.6
ND-029,Emmons County,41,48,-0.5,41.5
ND-031,Foster County,39.2,70,0.2,39
ND-033,Golden Valley County,41.1,42,-0.8,41.9
ND-035,Grand Forks County,39.4,74,0.4,39
ND-037,Grant County,41.5,63,0,41.5
ND-039,Griggs County,38.9,73,0.4,38.5
ND-041,Hettinger County,41,54,-0.1,41.1
ND-043,Kidder County,39.2,51,-0.2,39.4
ND-045,LaMoure County,40.8,66,0.2,40.6
ND-047,Logan County,39.7,53,-0.3,40
ND-049,McHenry County,39.3,67,0.2,39.1
ND-051,McIntosh County,39.7,43,-0.7,40.4
ND-053,McKenzie County,40.5,54,-0.2,40.7
ND-055,McLean County,40.2,62,0.1,40.1
ND-057,Mercer County,40.8,55,-0.1,40.9
ND-059,Morton County,41.1,58,0,41.1
ND-061,Mountrail County,38.9,58,0.1,38.8
ND-063,Nelson County,38.3,76,0.5,37.8
ND-065,Oliver County,40.6,53,-0.3,40.9
ND-067,Pembina County,39.2,96,1.7,37.5
ND-069,Pierce County,38.3,76,0.6,37.7
ND-071,Ramsey County,38.3,81,0.7,37.6
ND-073,Ransom County,40.9,57,-0.1,41
ND-075,Renville County,38.3,49,-0.4,38.7
ND-077,Richland County,41.6,68,0.2,41.4
ND-079,Rolette County,37,79,0.9,36.1
ND-081,Sargent County,40.9,46,-0.5,41.4
ND-083,Sheridan County,39.6,72,0.4,39.2
ND-085,Sioux County,41.8,57,-0.2,42
ND-087,Slope County,41.3,41,-0.7,42
ND-089,Stark County,40.9,51,-0.3,41.2
ND-091,Steele County,38.9,54,-0.2,39.1
ND-093,Stutsman County,39.7,61,0,39.7
ND-095,Towner County,37.5,84,1.1,36.4
ND-097,Traill County,39.8,53,-0.1,39.9
ND-099,Walsh County,39,87,1.1,37.9
ND-101,Ward County,39.2,61,-0.1,39.3
ND-103,Wells County,38.8,66,0.1,38.7
ND-105,Williams County,39.2,58,0,39.2
OH-001,Adams County,54.7,112,1.9,52.8
OH-003,Allen County,51.4,101,1.4,50
OH-005,Ashland County,50.5,108,1.8,48.7
OH-007,Ashtabula County,49.7,111,2.2,47.5
OH-009,Athens County,53.6,109,1.7,51.9
OH-011,Auglaize County,51.2,96,1.1,50.1
OH-013,Belmont County,52.1,101,1.5,50.6
OH-015,Brown County,54.3,113,1.9,52.4
OH-017,Butler County,54.2,111,1.9,52.3
OH-019,Carroll County,51.1,109,1.9,49.2
OH-021,Champaign County,51.5,99,1.2,50.3
OH-023,Clark County,52.2,101,1.4,50.8
OH-025,Clermont County,54.8,114,2,52.8
OH-027,Clinton County,53.4,111,2,51.4
OH-029,Columbiana County,50.2,100,1.3,48.9
OH-031,Coshocton County,51.8,110,1.8,50
OH-033,Crawford County,51,113,2,49
OH-035,Cuyahoga County,51.2,107,1.9,49.3
OH-037,Darke County,52,111,1.8,50.2
OH-039,Defiance County,50.6,98,1.3,49.3
OH-041,Delaware County,52.3,102,1.5,50.8
OH-043,Erie County,51.2,94,1.1,50.1
OH-045,Fairfield County,53.2,115,1.9,51.3
OH-047,Fayette County,53,107,1.8,51.2
OH-049,Franklin County,53.5,108,1.8,51.7
OH-051,Fulton County,50.5,104,1.7,48.8
OH-053,Gallia County,54.5,96,1.1,53.4
OH-055,Geauga County,49.6,112,2.4,47.2
OH-057,Greene County,52.9,104,1.6,51.3
OH-059,Guernsey County,52.1,103,1.5,50.6
OH-061,Hamilton County,55.2,116,2,53.2
OH-063,Hancock County,52,115,2.2,49.8
OH-065,Hardin County,52,116,2.2,49.8
OH-067,Harrison County,51.7,110,1.8,49.9
OH-069,Henry County,51.2,106,1.7,49.5
OH-071,Highland County,54.1,119,2.4,51.7
OH-073,Hocking County,53.3,114,1.9,51.4
OH-075,Holmes County,51.2,112,2,49.2
OH-077,Huron County,50.5,96,1.2,49.3
OH-079,Jackson County,54,105,1.6,52.4
OH-081,Jefferson County,51.3,93,1,50.3
OH-083,Knox County,50.7,101,1.4,49.3
OH-085,Lake County,50.8,113,2.5,48.3
OH-087,Lawrence County,55.5,114,1.9,53.6
OH-089,Licking County,51.9,104,1.5,50.4
OH-091,Logan County,51.1,99,1.4,49.7
OH-093,Lorain County,50.6,90,0.9,49.7
OH-095,Lucas County,51.8,109,2.1,49.7
OH-097,Madison County,52.5,105,1.6,50.9
OH-099,Mahoning County,50.3,112,2.2,48.1
OH-101,Marion County,52,111,2,50
OH-103,Medina County,50.7,104,1.6,49.1
OH-105,Meigs County,53.9,96,1.1,52.8
OH-107,Mercer County,51.1,97,1.2,49.9
OH-109,Miami County,52.6,106,1.7,50.9
OH-111,Monroe County,52.6,100,1.3,51.3
OH-113,Montgomery County,53.1,103,1.5,51.6
OH-115,Morgan County,53.3,113,1.8,51.5
OH-117,Morrow County,50.8,103,1.6,49.2
OH-119,Muskingum County,52.7,113,1.9,50.8
OH-121,Noble County,52.8,108,1.6,51.2
OH-123,Ottawa County,51.6,102,1.5,50.1
OH-125,Paulding County,51,96,1.3,49.7
OH-127,Perry County,52.7,113,1.9,50.8
OH-129,Pickaway County,54.3,117,2.1,52.2
OH-131,Pike County,54.7,118,2.3,52.4
OH-133,Portage County,50.6,118,2.7,47.9
OH-135,Preble County,52.4,109,1.7,50.7
OH-137,Putnam County,51.5,102,1.6,49.9
OH-139,Richland County,50.4,113,2.1,48.3
OH-141,Ross County,54.4,117,2.2,52.2
OH-143,Sandusky County,51.4,99,1.3,50.1
OH-145,Scioto County,55,113,2,53
OH-147,Seneca County,51.1,104,1.5,49.6
OH-149,Shelby County,51.4,98,1.3,50.1
OH-151,Stark County,51.6,118,2.8,48.8
OH-153,Summit County,51.5,116,2.6,48.9
OH-155,Trumbull County,50.1,112,2.4,47.7
OH-157,Tuscarawas County,51.9,115,2.1,49.8
OH-159,Union County,52.1,103,1.6,50.5
OH-161,Van Wert County,51,97,1.1,49.9
OH-163,Vinton County,53.5,107,1.6,51.9
OH-165,Warren County,54,106,1.8,52.2
OH-167,Washington County,54.1,114,1.8,52.3
OH-169,Wayne County,50.9,109,1.8,49.1
OH-171,Williams County,49.8,101,1.4,48.4
OH-173,Wood County,51.8,107,2,49.8
OH-175,Wyandot County,52.1,116,2.3,49.8
OK-001,Adair County,59,78,0.5,58.5
OK-003,Alfalfa County,58.6,85,0.6,58
OK-005,Atoka County,62.2,79,0.2,62
OK-007,Beaver County,57.6,95,0.9,56.7
OK-009,Beckham County,60.9,107,1.5,59.4
OK-011,Blaine County,59.6,85,0.7,58.9
OK-013,Bryan County,63.2,88,0.5,62.7
OK-015,Caddo County,61,99,1,60
OK-017,Canadian County,60.2,92,0.8,59.4
OK-019,Carter County,62.4,68,-0.1,62.5
OK-021,Cherokee County,59.7,69,0.2,59.5
OK-023,Choctaw County,62.8,87,0.7,62.1
OK-025,Cimarron County,55,83,0.5,54.5
OK-027,Cleveland County,61.1,90,0.5,60.6
