Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018
Houston County,Tennessee,47,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Humphreys County,Tennessee,47,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jackson County,Tennessee,47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Tennessee,47,89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Johnson County,Tennessee,47,91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Knox County,Tennessee,47,93,1,3,2,1,5,3,3,4,0,1,0,2,0,1,0,0,0,1,4
Lake County,Tennessee,47,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauderdale County,Tennessee,47,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence County,Tennessee,47,99,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0
Lewis County,Tennessee,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,Tennessee,47,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Loudon County,Tennessee,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
McMinn County,Tennessee,47,107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNairy County,Tennessee,47,109,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Macon County,Tennessee,47,111,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Tennessee,47,113,1,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0
Marion County,Tennessee,47,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall County,Tennessee,47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maury County,Tennessee,47,119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Meigs County,Tennessee,47,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe County,Tennessee,47,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Tennessee,47,125,0,3,4,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3
Moore County,Tennessee,47,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Tennessee,47,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Obion County,Tennessee,47,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overton County,Tennessee,47,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Perry County,Tennessee,47,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pickett County,Tennessee,47,137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polk County,Tennessee,47,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Putnam County,Tennessee,47,141,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0
Rhea County,Tennessee,47,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roane County,Tennessee,47,145,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Robertson County,Tennessee,47,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Rutherford County,Tennessee,47,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scott County,Tennessee,47,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Sequatchie County,Tennessee,47,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sevier County,Tennessee,47,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
Shelby County,Tennessee,47,157,1,2,0,6,1,2,0,5,5,7,3,5,0,0,0,0,1,2,4
Smith County,Tennessee,47,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stewart County,Tennessee,47,161,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sullivan County,Tennessee,47,163,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,4,2
Sumner County,Tennessee,47,165,0,4,2,1,1,0,0,1,0,2,1,1,0,2,0,1,3,3,0
Tipton County,Tennessee,47,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trousdale County,Tennessee,47,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unicoi County,Tennessee,47,171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Union County,Tennessee,47,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Van Buren County,Tennessee,47,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren County,Tennessee,47,177,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Washington County,Tennessee,47,179,0,0,0,0,1,0,0,0,2,5,1,0,3,3,2,1,1,3,2
Wayne County,Tennessee,47,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weakley County,Tennessee,47,183,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
White County,Tennessee,47,185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Williamson County,Tennessee,47,187,0,0,1,0,1,0,0,1,3,3,2,0,1,3,3,0,0,0,1
Wilson County,Tennessee,47,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1
Tennessee,Tennessee,47,999,0,0,0,0,0,0,0,2,0,0,0,4,4,3,0,4,2,5,6
Anderson County,Texas,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrews County,Texas,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelina County,Texas,48,5,1,1,0,0,1,0,0,2,1,0,2,2,3,1,0,0,0,0,0
Aransas County,Texas,48,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Archer County,Texas,48,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Armstrong County,Texas,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atascosa County,Texas,48,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Austin County,Texas,48,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bailey County,Texas,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandera County,Texas,48,19,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Bastrop County,Texas,48,21,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Baylor County,Texas,48,23,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bee County,Texas,48,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bell County,Texas,48,27,0,0,1,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Bexar County,Texas,48,29,2,0,0,4,6,3,0,1,0,1,0,2,0,1,0,7,5,4,2
Blanco County,Texas,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borden County,Texas,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosque County,Texas,48,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowie County,Texas,48,37,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Brazoria County,Texas,48,39,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1
Brazos County,Texas,48,41,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0
Brewster County,Texas,48,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Briscoe County,Texas,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooks County,Texas,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown County,Texas,48,49,0,0,1,1,1,1,1,2,4,23,1,3,5,3,0,0,0,0,0
Burleson County,Texas,48,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnet County,Texas,48,53,0,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
Caldwell County,Texas,48,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calhoun County,Texas,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callahan County,Texas,48,59,2,0,0,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0
Cameron County,Texas,48,61,0,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1
Camp County,Texas,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson County,Texas,48,65,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cass County,Texas,48,67,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Castro County,Texas,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chambers County,Texas,48,71,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
Cherokee County,Texas,48,73,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Childress County,Texas,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Clay County,Texas,48,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cochran County,Texas,48,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Coke County,Texas,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleman County,Texas,48,83,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Collin County,Texas,48,85,2,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1
Collingsworth County,Texas,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado County,Texas,48,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comal County,Texas,48,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche County,Texas,48,93,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Concho County,Texas,48,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooke County,Texas,48,97,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
Coryell County,Texas,48,99,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0
Cottle County,Texas,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane County,Texas,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crockett County,Texas,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crosby County,Texas,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culberson County,Texas,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallam County,Texas,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas County,Texas,48,113,13,7,23,16,2,1,0,2,4,47,12,3,2,2,4,7,0,4,7
Dawson County,Texas,48,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deaf Smith County,Texas,48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Texas,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denton County,Texas,48,121,6,5,5,5,1,0,0,10,18,23,11,8,5,1,1,0,3,3,2
DeWitt County,Texas,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickens County,Texas,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dimmit County,Texas,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donley County,Texas,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duval County,Texas,48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastland County,Texas,48,133,0,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0
Ector County,Texas,48,135,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Edwards County,Texas,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County,Texas,48,139,0,2,1,1,0,0,0,1,4,2,3,2,0,1,0,0,0,0,0
El Paso County,Texas,48,141,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0
Erath County,Texas,48,143,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Falls County,Texas,48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin County,Texas,48,147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fayette County,Texas,48,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fisher County,Texas,48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd County,Texas,48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foard County,Texas,48,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County,Texas,48,157,0,0,1,0,1,3,1,2,6,3,1,0,1,2,1,0,2,3,0
Franklin County,Texas,48,159,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Freestone County,Texas,48,161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Frio County,Texas,48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaines County,Texas,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston County,Texas,48,167,0,0,0,1,0,0,0,0,1,5,3,0,0,0,2,2,2,0,0
Garza County,Texas,48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillespie County,Texas,48,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasscock County,Texas,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goliad County,Texas,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gonzales County,Texas,48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray County,Texas,48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson County,Texas,48,181,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1
Gregg County,Texas,48,183,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Grimes County,Texas,48,185,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0
Guadalupe County,Texas,48,187,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Hale County,Texas,48,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hall County,Texas,48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton County,Texas,48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansford County,Texas,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeman County,Texas,48,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin County,Texas,48,199,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Harris County,Texas,48,201,9,1,4,7,6,8,3,4,12,22,31,8,11,11,8,11,8,10,5
Harrison County,Texas,48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartley County,Texas,48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Haskell County,Texas,48,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hays County,Texas,48,209,0,2,3,1,3,4,1,1,1,1,1,1,1,4,0,0,0,0,0
Hemphill County,Texas,48,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Henderson County,Texas,48,213,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Hidalgo County,Texas,48,215,0,0,1,3,2,2,0,1,7,6,3,1,0,1,0,1,2,1,3
Hill County,Texas,48,217,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hockley County,Texas,48,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hood County,Texas,48,221,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hopkins County,Texas,48,223,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
Houston County,Texas,48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard County,Texas,48,227,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hudspeth County,Texas,48,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt County,Texas,48,231,1,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
Hutchinson County,Texas,48,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irion County,Texas,48,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack County,Texas,48,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Texas,48,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper County,Texas,48,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Davis County,Texas,48,243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jefferson County,Texas,48,245,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Jim Hogg County,Texas,48,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Wells County,Texas,48,249,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Johnson County,Texas,48,251,1,0,5,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0
Jones County,Texas,48,253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnes County,Texas,48,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaufman County,Texas,48,257,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
Kendall County,Texas,48,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kenedy County,Texas,48,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,Texas,48,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr County,Texas,48,265,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kimble County,Texas,48,267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King County,Texas,48,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney County,Texas,48,271,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Kleberg County,Texas,48,273,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Knox County,Texas,48,275,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar County,Texas,48,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Lamb County,Texas,48,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampasas County,Texas,48,281,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
La Salle County,Texas,48,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavaca County,Texas,48,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lee County,Texas,48,287,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leon County,Texas,48,289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Liberty County,Texas,48,291,0,0,0,0,0,1,1,0,0,0,0,1,2,0,2,1,0,0,0
Limestone County,Texas,48,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lipscomb County,Texas,48,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Oak County,Texas,48,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llano County,Texas,48,299,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Loving County,Texas,48,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock County,Texas,48,303,0,1,1,0,0,0,1,2,1,0,1,0,1,0,0,1,2,0,0
Lynn County,Texas,48,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCulloch County,Texas,48,307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
McLennan County,Texas,48,309,0,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0
McMullen County,Texas,48,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Texas,48,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion County,Texas,48,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin County,Texas,48,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mason County,Texas,48,319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matagorda County,Texas,48,321,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Maverick County,Texas,48,323,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina County,Texas,48,325,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Menard County,Texas,48,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midland County,Texas,48,329,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Milam County,Texas,48,331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mills County,Texas,48,333,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mitchell County,Texas,48,335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Montague County,Texas,48,337,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Montgomery County,Texas,48,339,0,1,0,0,2,1,0,7,8,7,11,3,10,6,1,2,1,1,0
Moore County,Texas,48,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris County,Texas,48,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Motley County,Texas,48,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacogdoches County,Texas,48,347,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
Navarro County,Texas,48,349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newton County,Texas,48,351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nolan County,Texas,48,353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nueces County,Texas,48,355,0,0,1,0,0,1,0,3,6,2,0,1,0,1,0,0,1,0,1
Ochiltree County,Texas,48,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldham County,Texas,48,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange County,Texas,48,361,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Palo Pinto County,Texas,48,363,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Panola County,Texas,48,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Parker County,Texas,48,367,0,2,1,2,0,0,1,0,5,1,1,3,1,0,0,0,0,1,2
Parmer County,Texas,48,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecos County,Texas,48,371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Polk County,Texas,48,373,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1
Potter County,Texas,48,375,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Presidio County,Texas,48,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rains County,Texas,48,379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Randall County,Texas,48,381,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,2,1,0
Reagan County,Texas,48,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real County,Texas,48,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River County,Texas,48,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reeves County,Texas,48,389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Refugio County,Texas,48,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts County,Texas,48,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robertson County,Texas,48,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwall County,Texas,48,397,0,0,2,0,1,0,0,3,0,6,3,1,1,0,0,0,0,0,1
Runnels County,Texas,48,399,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Rusk County,Texas,48,401,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sabine County,Texas,48,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
San Augustine County,Texas,48,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jacinto County,Texas,48,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Patricio County,Texas,48,409,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0
San Saba County,Texas,48,411,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Schleicher County,Texas,48,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scurry County,Texas,48,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shackelford County,Texas,48,417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
